3,3
1031,8
1033,10
1041,1
530,1
1044,15
535,3
542,9
546,3
548,4
44,6
46,1
559,3
563,6
568,20
575,5
579,4
605,4
96,2
612,7
105,2
111,3
126,7
643,3
133,6
145,8
670,3
159,3
162,3
675,1
164,8
170,1
684,1
694,18
187,10
703,11
204,4
720,1
209,2
210,3
208,7
722,14
725,8
215,1
731,8
732,9
740,2
230,1
235,3
752,12
246,10
249,1
258,7
776,2
787,5
276,1
277,4
278,2
795,4
796,1
799,1
287,7
290,2
294,21
807,3
295,5
297,4
813,1
814,2
815,3
820,1
309,3
829,25
841,3
844,3
335,10
854,2
344,5
861,2
862,2
876,1
367,1
368,1
887,1
376,12
889,1
396,1
914,2
407,3
922,25
923,1
924,1
416,3
929,3
935,1
941,11
945,1
439,1
960,5
449,9
461,4
464,9
980,12
473,3
990,5
997,3
486,20
487,2
1002,8
499,2
1013,1
504,3
1017,22
1021,11
