8,9,0,9,9,9,9,8,9,9,0
0,3,3,3,3,3,1,3,3,3,0
1,1,0,1,1,1,1,1,1,4,0
0,1,1,1,1,2,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,0
7,8,0,8,7,1,7,9,7,7,0
0,1,2,1,1,1,1,1,1,1,0
0,2,1,1,1,1,1,1,1,3,0
0,1,1,3,1,1,1,1,1,2,0
6,12,18,24,0,10,16,30,4,22,0
0,1,2,3,8,7,9,10,8,7,0
1,2,2,1,1,2,0,2,4,5,0
0,3,3,7,3,1,4,3,17,3,0
0,1,10,1,1,1,3,1,1,1,0
3,3,3,3,0,3,3,3,3,3,0
0,1,11,17,17,16,1,11,6,4,0
0,1,1,1,1,1,3,1,3,1,0
1,2,6,1,1,6,1,1,1,2,1
2,2,1,3,3,2,2,2,2,3,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,1,1,8,8,1
1,11,1,1,11,11,11,11,11,11,1
1,1,4,1,1,1,1,1,1,1,1
2,3,1,16,5,3,3,7,5,6,1
2,3,1,3,5,1,2,4,3,5,1
1,9,1,2,11,10,9,1,1,1,1
1,1,1,1,2,1,1,3,2,1,1
1,1,1,2,1,1,2,2,2,1,1
1,1,1,2,2,1,1,1,2,3,1
2,7,7,10,1,10,13,10,11,11,1
1,1,1,1,2,1,2,1,2,2,1
1,3,1,1,3,1,3,1,1,1,1
3,3,1,8,3,8,10,8,8,8,1
8,1,9,12,7,2,8,8,12,9,1
1,5,2,2,6,3,5,1,7,5,1
1,1,1,1,1,1,1,1,1,15,1
1,1,2,1,1,1,2,2,2,1,1
2,2,2,2,2,2,2,1,2,3,1
1,8,7,1,8,7,7,7,3,10,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
2,7,1,5,3,12,13,1,10,8,1
1,8,2,8,8,1,8,8,8,8,1
1,1,1,2,1,1,5,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1
5,2,5,2,5,4,2,1,5,5,1
2,2,1,1,2,2,2,2,2,2,1
3,1,1,4,4,4,4,4,4,4,1
1,2,2,2,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1
1,6,6,18,22,18,18,18,21,21,1
1,1,1,1,1,1,3,1,1,23,1
2,20,1,21,3,23,21,3,13,3,1
1,1,1,1,1,1,1,1,1,1,1
1,10,10,1,13,13,12,12,10,1,1
2,1,3,3,3,3,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1
3,3,2,5,1,3,5,4,4,5,1
2,3,1,2,3,2,3,2,2,3,1
1,3,3,2,2,2,2,2,5,2,1
1,1,1,1,1,1,1,1,10,10,1
1,4,4,1,5,5,5,5,2,1,1
1,1,2,2,1,10,2,4,10,2,1
1,1,2,2,2,2,2,2,2,2,1
1,2,3,4,1,1,1,2,3,1,1
1,1,1,18,2,8,2,4,17,2,1
1,1,1,2,2,1,2,1,1,4,1
3,3,3,3,3,3,3,8,3,1,1
2,2,1,2,2,2,2,2,1,2,1
1,1,2,1,2,1,11,10,11,11,1
1,1,1,5,3,5,2,2,1,1,1
2,3,2,2,1,2,3,2,3,3,1
1,1,2,2,2,2,2,2,2,2,1
2,2,2,1,2,2,2,2,2,1,1
6,6,6,6,6,6,6,6,1,1,1
1,1,1,1,2,1,2,1,1,1,1
2,1,4,3,3,3,4,3,3,3,1
1,2,1,2,1,2,1,2,11,2,1
1,1,1,1,6,1,2,2,1,2,1
3,5,8,6,1,4,6,6,4,10,1
1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,1,1,1,2,2,21,1
1,1,1,1,1,1,1,2,1,1,1
2,2,1,4,2,2,2,2,2,3,1
1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,1,2,1
1,2,2,2,2,2,5,2,2,5,1
2,2,1,1,2,2,1,2,2,1,1
4,1,1,1,4,1,1,6,6,14,1
1,1,1,1,2,1,2,2,3,3,1
2,2,3,2,1,3,1,3,2,2,1
1,2,1,2,1,2,2,1,2,1,1
4,6,3,3,1,4,4,5,1,5,1
2,5,5,2,2,5,5,2,2,1,1
1,2,1,2,2,2,2,2,2,2,1
1,1,1,1,1,1,1,3,3,3,1
3,3,1,1,3,3,3,1,4,3,1
1,2,1,3,2,4,2,2,2,7,1
1,1,2,2,2,2,2,2,3,3,1
1,1,1,1,1,1,1,1,1,3,1
1,3,1,3,2,2,2,2,2,2,1
1,2,2,2,2,2,2,2,3,2,1
1,1,1,1,1,1,1,1,1,10,1
3,4,1,2,5,3,6,5,4,3,1
4,2,4,4,4,4,1,4,1,4,1
1,10,2,11,11,13,7,2,16,4,1
1,1,5,2,1,2,2,13,2,3,1
1,1,1,1,1,1,1,1,1,1,1
1,4,1,1,1,4,4,4,1,1,1
1,1,1,1,2,1,1,2,1,2,1
3,7,2,6,6,1,6,4,8,2,1
2,2,2,2,1,3,3,3,3,3,1
2,1,2,1,2,2,2,2,2,2,1
2,2,2,2,1,2,2,7,2,2,1
19,1,1,2,2,2,1,3,2,20,1
1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,1
2,2,1,2,2,6,3,3,6,2,1
2,1,2,1,2,3,2,1,2,2,1
1,1,1,1,1,1,1,12,12,12,1
11,11,1,2,4,2,3,5,2,13,1
1,4,1,4,1,4,1,4,1,4,1
3,4,3,3,3,3,4,4,2,3,2
2,2,2,2,2,2,2,2,2,2,2
2,4,2,2,4,4,2,4,2,2,2
2,2,2,2,2,2,2,2,2,2,2
3,2,4,3,3,2,3,2,3,3,2
2,3,3,3,3,3,3,3,3,3,2
2,2,2,2,2,2,3,2,13,13,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
8,3,2,8,13,8,13,8,13,9,2
2,2,2,2,2,2,2,2,2,4,2
3,2,3,2,4,6,10,14,10,10,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
3,2,4,4,3,2,3,4,4,4,2
3,3,3,3,3,3,4,3,3,2,2
2,2,2,2,2,2,2,2,2,3,2
2,2,3,3,3,3,3,3,3,3,2
2,4,6,6,4,3,3,5,5,6,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,5,5,5,5,5,5,5,5,5,2
2,3,3,4,3,3,5,3,3,3,2
11,2,11,10,10,9,11,9,10,10,2
2,2,2,2,2,2,2,2,2,10,2
2,3,2,3,2,3,3,3,3,2,2
2,2,2,2,2,2,2,3,2,2,2
5,5,5,3,5,2,3,3,13,13,2
4,3,4,5,4,3,2,4,5,4,2
2,3,3,3,3,3,3,3,3,3,2
5,2,6,6,7,8,5,6,5,9,2
2,3,2,2,2,2,2,3,5,5,2
3,4,2,4,3,4,3,4,4,5,2
3,5,2,4,3,5,3,5,3,5,2
2,5,9,11,11,3,2,10,11,5,2
9,7,9,7,2,7,12,12,5,12,2
2,2,2,4,4,2,4,4,2,2,2
4,3,3,2,2,6,4,7,3,4,2
2,2,2,2,2,2,2,2,2,2,2
4,4,4,4,4,4,2,4,4,2,2
7,2,5,8,8,17,9,8,4,9,2
3,2,3,3,3,5,2,3,3,10,2
8,4,3,5,8,4,8,2,4,4,2
2,3,3,3,2,3,3,2,2,3,2
2,2,2,2,2,2,2,3,3,2,2
4,11,5,5,12,2,5,12,5,5,2
2,4,3,3,3,3,3,3,3,3,2
2,3,3,2,4,3,3,2,4,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,5,2,7,2,2,5,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,3,3,3,2,2,3,3,2
2,2,2,2,2,2,2,2,2,2,2
2,2,7,7,2,2,2,2,2,7,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,4,4,4,2
3,4,2,8,4,3,9,4,4,4,2
2,5,2,2,2,2,2,2,2,2,2
4,3,3,22,4,4,4,4,4,2,2
2,2,2,2,2,2,2,2,2,2,2
3,3,2,2,4,3,4,3,3,2,2
4,4,4,4,4,4,4,3,2,4,2
3,5,7,4,9,2,4,11,6,5,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2
4,6,2,4,4,6,4,3,8,4,2
2,2,2,2,2,2,2,2,2,2,2
2,2,3,3,5,7,5,3,4,5,2
2,2,3,2,3,2,5,4,2,6,2
3,8,4,2,4,7,7,4,9,13,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,3,4,2
2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,3,2,2,2,2,2
2,2,2,2,2,2,2,2,2,15,2
3,2,3,3,3,2,2,4,2,3,2
5,10,8,6,2,8,9,4,9,6,2
2,2,2,2,2,2,2,2,2,2,2
3,2,4,4,4,4,4,3,4,3,2
13,13,4,5,2,3,5,3,4,6,2
2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,3,3
3,4,3,3,4,3,3,4,4,3,3
7,7,7,3,5,7,7,7,7,4,3
5,3,5,3,5,5,7,5,7,5,3
3,4,3,3,4,4,3,3,4,3,3
4,4,4,3,4,5,3,4,5,5,3
3,5,3,5,5,5,5,3,5,5,3
3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3
3,3,4,4,4,4,4,5,6,4,3
3,3,3,3,3,3,3,3,5,11,3
7,7,7,7,3,7,8,3,7,8,3
3,3,3,3,3,3,3,3,3,3,3
3,4,3,3,3,4,4,4,4,3,3
3,3,3,3,6,6,3,6,3,6,3
3,4,4,3,4,5,3,6,6,3,3
4,3,4,3,4,4,3,3,4,4,3
3,3,3,3,3,4,6,4,3,3,3
6,6,3,3,6,6,6,6,6,4,3
4,4,4,4,4,3,4,4,4,3,3
3,3,11,11,3,3,11,11,11,3,3
4,4,4,3,4,4,3,3,4,3,3
3,3,3,3,3,3,3,3,3,3,3
3,3,5,3,3,5,3,5,6,3,3
3,3,3,4,3,4,3,4,4,4,3
7,7,6,6,14,4,4,14,3,3,3
9,3,4,5,4,4,4,4,4,4,3
6,4,7,7,7,6,6,3,7,7,3
3,4,4,4,4,6,4,4,7,7,3
4,5,4,5,4,3,4,4,5,4,3
7,7,6,3,8,7,3,6,7,7,3
3,4,3,3,4,4,3,3,4,3,3
4,5,4,4,3,4,5,5,4,4,3
3,3,3,3,6,3,6,6,6,6,3
4,5,5,5,6,6,4,5,5,3,3
3,6,6,6,6,6,6,6,6,3,3
9,3,9,3,4,3,9,9,9,9,3
3,3,3,3,4,3,3,3,4,3,3
6,6,6,6,6,6,3,6,7,7,3
3,15,3,3,3,13,3,3,3,3,3
3,3,3,3,3,3,3,5,3,3,3
3,6,13,13,6,6,3,3,13,13,3
3,3,3,4,4,3,3,4,10,10,3
5,21,21,21,5,21,21,3,6,6,3
5,5,5,6,5,3,6,3,6,3,3
3,3,3,3,3,3,3,3,3,3,3
10,8,10,8,10,8,10,3,8,3,3
4,4,4,3,4,4,3,4,3,4,3
3,3,3,3,3,3,3,3,3,6,3
3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3
3,4,4,4,4,4,4,4,4,4,3
3,5,4,6,4,6,6,5,6,4,3
3,4,4,8,4,9,4,4,9,10,3
3,3,3,3,3,3,10,10,10,10,3
3,6,3,6,6,5,3,3,6,7,3
3,3,9,9,3,3,3,3,3,6,3
3,3,3,3,5,4,5,4,4,4,3
6,6,6,6,35,6,6,3,8,6,3
5,4,5,4,4,4,3,11,10,10,3
4,4,3,5,5,3,5,4,5,5,3
5,3,3,11,9,7,7,6,5,9,3
5,8,3,7,10,12,12,14,15,16,3
11,22,19,12,18,6,12,12,8,3,3
3,3,3,3,3,3,3,3,3,4,3
9,4,5,9,6,7,3,5,6,5,3
3,3,3,4,3,3,4,4,4,3,3
3,3,5,8,5,4,10,7,8,7,3
3,3,3,3,3,3,3,3,3,3,3
4,5,7,3,6,6,5,5,8,5,3
4,6,6,4,6,3,5,4,6,4,3
6,3,9,6,6,6,7,6,6,6,3
4,3,5,4,4,4,4,5,5,4,3
3,3,3,3,3,3,3,3,3,3,3
4,4,4,4,4,3,4,3,3,3,3
3,3,3,4,3,3,3,3,10,8,3
15,14,12,15,12,15,15,12,13,3,3
3,6,3,4,5,3,3,3,4,4,3
8,8,8,8,3,8,8,8,8,8,3
3,3,3,3,6,8,6,8,6,8,3
3,16,12,4,15,16,12,24,22,22,3
4,6,4,3,6,5,4,6,4,4,3
5,3,7,5,5,4,3,7,7,9,3
9,9,9,9,9,9,9,9,9,3,3
6,6,5,4,4,3,6,5,3,8,3
3,3,6,8,12,12,12,12,12,12,3
3,3,3,3,3,3,3,3,3,4,3
3,4,3,3,4,3,4,4,3,4,3
4,5,5,5,6,5,4,4,5,5,4
9,9,4,8,6,4,4,8,6,8,4
4,5,5,6,6,5,5,5,6,7,4
5,5,5,5,4,5,4,4,4,5,4
4,4,4,4,4,4,4,4,4,4,4
25,4,25,17,17,25,25,25,17,25,4
4,4,4,4,4,4,4,4,4,4,4
4,5,4,4,4,4,4,4,4,4,4
5,4,6,8,12,12,12,7,7,9,4
5,5,5,4,5,5,5,5,5,6,4
4,4,4,4,6,4,4,10,4,4,4
5,5,6,5,4,5,8,6,4,6,4
5,4,4,5,5,5,4,4,5,4,4
8,7,7,8,8,8,7,4,8,4,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,5,5,5,5,5,4
4,4,4,4,4,4,4,4,4,8,4
5,4,5,5,5,5,4,5,5,4,4
5,5,4,4,5,5,5,7,7,7,4
4,4,11,4,11,4,4,5,4,4,4
4,9,9,9,4,4,9,9,7,9,4
6,6,6,6,6,6,6,4,6,5,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,5,5,4,8,8,8,8,4
4,4,13,4,4,10,4,4,4,4,4
7,4,7,4,7,4,7,7,7,4,4
4,4,4,4,6,4,4,6,4,4,4
4,4,4,4,4,4,4,4,10,4,4
5,4,5,5,5,5,5,6,5,5,4
4,4,4,4,5,4,5,4,4,4,4
6,4,6,4,6,6,6,4,6,6,4
4,4,4,4,4,4,4,4,4,6,4
4,4,4,4,5,5,4,5,5,15,4
10,10,10,4,6,8,7,9,4,5,4
4,4,4,4,4,4,4,5,7,4,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4
4,4,5,6,5,5,5,5,5,5,4
4,4,4,4,4,9,4,4,9,4,4
6,4,4,4,6,6,4,4,4,4,4
4,4,4,4,4,5,4,5,5,4,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4
5,6,7,6,6,7,5,6,6,4,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4
12,12,4,12,13,4,4,13,12,4,4
10,10,7,4,13,8,7,7,10,9,4
5,5,5,5,6,4,4,4,4,6,4
4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4
12,12,12,4,4,4,4,4,7,7,4
4,4,5,5,5,5,4,5,4,5,4
6,4,7,6,6,6,6,6,8,6,4
6,4,6,11,15,23,23,23,23,22,4
15,15,14,14,14,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4
9,4,4,4,4,4,4,4,4,4,4
4,4,6,4,4,4,6,4,6,6,4
4,7,4,4,4,4,4,4,4,6,4
5,5,5,4,5,4,5,5,5,5,4
6,4,4,6,4,6,6,4,6,6,4
4,4,4,4,4,4,4,4,4,4,4
4,6,6,4,4,6,6,4,4,4,4
6,7,6,4,5,7,7,14,7,5,4
4,5,4,5,5,5,5,4,4,4,4
4,7,4,4,7,7,6,10,8,9,4
4,4,4,4,4,4,4,7,4,4,4
4,5,5,5,5,5,5,5,5,5,4
6,4,6,4,4,6,4,6,4,4,4
8,8,8,8,8,4,8,8,8,9,4
6,6,6,4,6,6,6,8,9,10,4
5,4,5,5,5,4,5,5,5,4,4
5,6,5,5,5,20,20,20,29,29,5
5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,5,5,7,5,5,7,5
6,7,5,6,6,7,5,6,7,8,5
10,10,5,5,5,6,6,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5
5,5,6,6,6,5,5,5,5,6,5
9,13,5,13,13,8,9,17,17,17,5
5,5,5,5,5,5,5,5,5,5,5
5,5,14,6,6,14,26,15,5,15,5
5,5,5,5,5,5,5,6,6,5,5
5,5,5,5,5,5,5,5,5,5,5
8,8,8,5,8,8,8,8,5,5,5
5,6,6,7,7,5,7,8,8,5,5
5,5,5,5,5,5,5,5,5,5,5
5,6,5,6,5,5,5,5,5,6,5
7,7,7,5,7,6,7,5,7,5,5
5,5,5,5,5,5,5,5,5,6,5
8,5,5,8,5,5,7,10,7,9,5
12,5,5,16,5,12,16,16,12,5,5
25,25,25,5,20,5,5,12,5,5,5
7,5,7,5,7,5,7,7,5,5,5
5,5,5,5,5,5,5,5,5,5,5
5,5,6,5,6,6,5,6,6,7,5
10,6,9,5,10,6,5,7,6,6,5
12,5,11,11,11,11,11,11,11,11,5
6,6,5,6,6,6,6,6,6,6,5
9,10,9,7,5,8,12,10,9,6,5
5,6,6,7,18,6,18,18,18,19,5
5,5,5,5,5,5,5,5,8,6,5
5,8,5,8,8,8,8,8,8,8,5
5,5,5,5,5,5,5,5,5,5,5
5,6,5,5,5,6,5,6,5,5,5
5,6,7,6,8,5,5,6,7,7,5
5,5,5,5,5,5,5,5,5,5,5
5,5,6,5,6,6,5,5,5,25,5
24,22,24,22,22,23,22,24,5,6,5
5,8,9,5,5,9,9,9,9,5,5
11,5,5,5,5,5,6,5,5,5,5
6,6,6,6,6,6,5,9,9,9,5
6,6,6,7,5,7,6,6,6,6,5
7,7,7,7,7,5,5,5,6,6,5
5,10,5,9,10,5,10,9,9,6,5
6,9,9,6,5,6,7,5,6,6,5
5,5,5,17,6,17,17,17,6,15,5
5,5,5,5,5,5,5,5,5,5,5
7,7,5,7,6,7,6,7,7,5,5
12,12,5,12,12,5,11,12,12,12,5
5,5,5,5,5,5,5,5,5,5,5
6,6,5,5,6,6,5,5,6,6,5
12,12,12,13,13,12,13,13,13,5,5
5,5,5,5,5,5,5,5,5,5,5
7,5,14,9,12,9,14,8,14,14,5
6,6,6,6,6,7,5,6,6,6,5
5,5,11,6,6,6,6,5,12,5,5
6,6,6,5,6,6,5,6,6,6,5
5,5,5,5,5,5,5,5,5,5,5
6,7,7,5,6,6,6,5,6,7,5
6,6,6,5,6,6,7,7,5,7,5
5,5,5,5,5,5,5,5,5,5,5
8,6,7,6,6,7,6,5,6,5,5
9,10,5,10,6,9,6,10,10,7,5
5,6,11,11,10,11,11,12,11,11,5
5,9,7,11,11,8,10,13,9,12,5
36,28,5,5,6,5,6,6,6,6,5
12,12,11,6,6,5,6,5,6,6,5
32,31,32,13,34,13,13,5,18,5,5
7,7,8,8,7,7,8,7,7,5,5
5,5,5,5,5,5,5,5,5,5,5
6,5,6,6,7,6,6,8,8,8,5
5,5,5,5,5,5,5,5,5,5,5
8,8,8,8,8,8,8,8,5,5,5
6,7,6,8,6,7,7,6,7,5,5
5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,6,7,7,7,6,7,6
6,6,6,6,6,6,6,6,6,6,6
6,7,7,8,7,7,7,7,7,7,6
6,6,6,6,6,6,6,6,6,6,6
6,7,7,14,7,13,7,14,7,13,6
7,7,7,7,6,7,7,10,10,10,6
6,6,6,6,6,6,6,6,8,8,6
24,20,24,6,24,24,24,7,24,20,6
7,7,7,7,7,8,7,7,6,7,6
6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,6,7,6,7,7,7,6
8,6,6,8,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,8,6,6
10,10,9,6,6,6,6,10,7,6,6
12,13,6,6,9,10,13,10,10,10,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,7,7,7,7,6,6,6,6
6,6,6,6,7,7,6,6,6,7,6
6,6,6,6,6,6,6,6,6,6,6
6,7,8,7,6,6,6,6,6,7,6
7,6,7,7,7,7,7,7,7,7,6
6,8,6,8,6,8,8,6,8,9,6
7,7,7,7,7,7,7,7,7,6,6
6,6,6,6,6,6,6,6,6,6,6
27,9,9,9,6,9,8,9,10,9,6
7,7,7,6,7,7,7,7,7,7,6
7,6,7,6,6,7,7,7,6,6,6
7,6,13,6,7,7,7,7,8,7,6
6,8,8,8,8,8,8,8,8,8,6
8,6,6,6,8,8,8,8,8,8,6
6,6,7,6,7,6,6,6,10,10,6
6,6,6,6,6,6,26,26,26,26,6
6,9,8,10,7,12,9,9,15,9,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6
6,7,6,7,6,6,6,6,6,7,6
8,9,8,8,8,9,8,8,6,10,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6
9,9,9,6,6,6,6,6,6,6,6
6,7,7,7,7,7,7,7,7,6,6
6,9,6,6,9,6,6,6,6,6,6
9,9,10,9,10,10,10,6,12,12,6
11,11,6,6,6,6,6,6,6,6,6
12,11,11,11,11,9,11,9,6,11,6
20,16,20,6,6,14,6,7,8,6,6
18,6,8,12,15,15,15,13,18,16,6
6,6,6,6,6,6,6,6,7,7,6
6,6,6,6,6,6,6,6,6,6,6
6,7,7,7,7,6,8,7,7,7,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,7,6,7,7,7,7,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,7,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6
6,8,8,6,8,6,6,6,6,8,6
7,7,6,7,7,6,7,8,8,7,6
7,8,7,7,6,7,7,8,7,7,6
14,14,14,7,7,6,6,7,7,7,6
6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,13,7,11,6,11,6
6,7,7,7,6,7,6,8,7,7,6
6,6,6,6,6,6,6,6,6,6,6
7,6,9,7,6,9,9,8,7,10,6
6,6,6,6,6,6,6,6,6,6,6
19,20,20,20,20,20,20,20,7,6,6
6,11,11,11,11,11,11,11,11,11,6
6,6,6,6,6,6,7,6,7,9,6
6,6,6,6,6,6,6,7,6,11,6
6,13,6,6,6,7,6,7,7,6,6
6,6,6,6,6,6,6,6,6,6,6
7,10,10,10,10,10,13,10,10,12,7
7,7,7,8,8,7,8,15,15,15,7
7,8,8,8,8,8,8,8,8,8,7
24,24,24,24,24,23,24,24,24,7,7
8,7,8,7,8,8,8,8,7,8,7
7,7,7,7,7,17,17,23,17,21,7
7,7,12,9,12,12,12,8,7,8,7
7,7,7,7,7,7,7,7,7,14,7
7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7
7,8,7,8,8,7,8,9,8,7,7
8,9,9,7,9,9,9,9,8,17,7
10,10,7,10,11,10,10,20,20,11,7
7,7,7,7,7,8,8,8,9,9,7
8,7,7,8,7,8,8,7,7,7,7
7,9,8,7,9,7,8,7,9,10,7
7,8,9,10,8,8,9,10,15,13,7
8,9,8,8,8,7,8,7,8,12,7
7,7,7,7,7,7,7,7,7,7,7
15,15,8,7,7,7,8,7,12,11,7
12,11,14,8,8,7,7,8,7,8,7
7,7,7,7,7,7,7,7,7,10,7
13,8,8,8,8,7,13,13,8,8,7
7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7
7,8,8,8,8,8,8,8,8,10,7
7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7
9,14,9,7,9,9,7,9,9,7,7
15,15,7,7,7,15,7,15,7,17,7
13,13,8,7,7,8,13,8,8,8,7
8,8,7,8,8,8,8,8,8,8,7
10,10,7,7,10,10,10,10,10,11,7
8,8,8,8,8,8,7,8,8,7,7
9,9,8,8,8,9,7,9,8,9,7
7,9,7,9,8,9,9,9,7,9,7
7,7,7,7,7,7,7,7,7,8,7
10,16,11,15,11,7,16,21,12,24,7
9,10,11,9,9,12,7,9,10,11,7
8,7,8,9,8,8,9,8,10,8,7
7,10,12,7,10,10,7,7,7,11,7
8,10,11,9,10,9,9,11,9,7,7
7,7,10,7,7,10,10,7,10,9,7
12,13,7,13,13,14,13,8,8,14,7
7,7,7,7,7,7,7,7,7,7,7
9,7,7,9,9,9,7,9,10,10,7
7,8,8,8,8,9,8,8,8,9,7
7,7,7,7,7,7,7,7,7,7,7
7,8,8,8,8,8,8,8,8,8,7
7,7,7,7,7,7,8,7,7,7,7
11,11,11,11,11,11,11,7,7,7,7
8,7,9,8,8,7,9,8,9,8,7
9,10,8,9,10,10,8,10,7,8,7
8,8,7,7,7,7,10,10,10,10,7
15,41,7,28,28,43,29,13,7,38,7
7,8,7,8,7,7,7,8,8,8,7
7,21,7,21,22,21,22,21,21,21,7
7,7,8,8,7,8,7,7,7,8,7
7,7,7,14,8,14,8,7,14,14,7
7,7,7,7,7,7,7,7,7,7,7
17,17,17,17,12,12,7,7,10,10,7
11,9,10,10,8,7,7,7,12,9,7
7,7,7,7,7,7,7,7,7,7,7
10,10,10,10,7,7,7,7,10,10,7
10,10,9,10,10,10,8,7,13,10,7
7,8,7,8,8,7,8,7,8,9,7
