46,1,2,1,1,0,3,3,2,2,3,2,0,,,Edit Size,Total Example,Correct,%,,Patch Distance,Count,Percentage
194,2,12,12,11,11,12,12,11,11,12,12,11,,,,,,,,,,
282,2,13,12,12,13,12,12,12,13,11,12,11,,,,,,,,,,
676,2,11,12,12,12,13,12,12,12,12,12,11,,,,,,,,,,
847,2,11,12,11,12,12,12,13,12,13,12,11,,,,,,,,,,
332,3,11,13,15,12,12,12,12,14,15,12,11,,,,,,,,,,
600,3,11,12,12,12,13,13,13,12,12,12,11,,,,,,,,,,
663,3,17,18,12,11,12,11,12,11,17,17,11,,,,,,,,,,
899,3,12,13,12,12,12,12,12,11,11,12,11,,,,,,,,,,
89,4,12,12,11,12,12,11,11,11,11,12,11,,,,,,,,,,
191,4,11,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,
381,4,11,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,
803,5,11,11,11,12,11,12,11,12,11,11,11,,,,,,,,,,
822,5,11,12,12,13,13,12,12,13,13,12,11,,,,,,,,,,
1043,5,11,12,12,11,11,12,12,13,12,12,11,,,,,,,,,,
986,6,13,12,13,13,12,13,12,12,11,13,11,,,,,,,,,,
9,7,12,12,12,12,11,12,12,12,12,11,11,,,,,,,,,,
24,7,15,11,16,16,12,16,12,16,16,16,11,,,,,,,,,,
446,7,12,11,12,12,11,12,12,13,12,12,11,,,,,,,,,,
470,7,15,16,11,16,14,12,16,16,17,12,11,,,,,,,,,,
19,8,23,23,22,11,12,11,11,23,23,22,11,,,,,,,,,,
325,8,12,13,13,13,11,14,14,12,14,12,11,,,,,,,,,,
382,8,12,11,13,13,13,13,13,13,13,13,11,,,,,,,,,,
617,8,11,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,
672,8,12,12,11,12,11,12,12,12,12,12,11,,,,,,,,,,
77,9,12,13,13,11,14,12,14,12,13,12,11,,,,,,,,,,
859,9,13,14,12,13,13,12,14,14,13,11,11,,,,,,,,,,
1007,9,12,12,12,12,12,11,12,11,12,12,11,,,,,,,,,,
14,10,13,11,14,14,12,12,14,14,14,14,11,,,,,,,,,,
117,10,14,12,14,13,11,15,13,14,13,14,11,,,,,,,,,,
365,11,11,12,11,12,12,12,12,12,12,12,11,,,,,,,,,,
962,11,11,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,
390,12,20,20,20,11,11,11,11,19,19,19,11,,,,,,,,,,
581,14,23,23,11,11,23,11,11,11,11,23,11,,,,,,,,,,
584,15,15,11,14,11,11,15,15,16,11,11,11,,,,,,,,,,
2,19,11,12,11,11,12,12,12,12,12,12,11,,,,,,,,,,
837,30,28,28,27,12,28,12,29,11,29,29,11,,,,,,,,,,
10,3,13,15,13,14,14,14,14,12,13,14,12,,,,,,,,,,
933,3,13,14,14,13,12,13,15,14,13,12,12,,,,,,,,,,
944,3,13,12,14,13,12,12,12,14,13,12,12,,,,,,,,,,
100,5,13,14,13,14,13,14,12,13,13,13,12,,,,,,,,,,
151,5,17,17,12,18,18,18,18,18,13,18,12,,,,,,,,,,
199,5,15,14,14,13,14,13,13,12,14,13,12,,,,,,,,,,
614,5,12,12,12,12,12,12,12,13,12,13,12,,,,,,,,,,
629,5,13,15,12,12,16,16,12,13,16,13,12,,,,,,,,,,
666,5,13,13,12,13,13,14,13,14,13,14,12,,,,,,,,,,
963,5,13,13,13,13,13,13,13,12,13,12,12,,,,,,,,,,
728,7,12,12,13,13,12,12,13,13,12,12,12,,,,,,,,,,
830,7,13,12,13,14,14,13,12,14,13,13,12,,,,,,,,,,
937,7,13,16,14,15,12,15,13,15,16,13,12,,,,,,,,,,
50,8,12,12,13,13,12,12,13,13,13,13,12,,,,,,,,,,
79,8,13,12,14,13,14,13,13,13,12,12,12,,,,,,,,,,
389,8,12,12,12,13,12,13,13,13,13,13,12,,,,,,,,,,
411,8,13,13,13,13,13,13,12,13,13,13,12,,,,,,,,,,
373,9,13,13,15,14,12,13,14,14,14,13,12,,,,,,,,,,
998,9,13,13,13,13,13,13,14,13,13,12,12,,,,,,,,,,
951,10,12,12,12,12,12,12,12,12,13,13,12,,,,,,,,,,
660,11,13,14,13,13,12,15,14,15,14,15,12,,,,,,,,,,
274,12,13,12,13,13,14,13,14,13,13,13,12,,,,,,,,,,
462,12,14,14,12,14,15,15,14,15,15,13,12,,,,,,,,,,
593,12,12,12,13,13,15,13,14,13,13,13,12,,,,,,,,,,
688,14,14,13,13,12,13,12,14,13,13,14,12,,,,,,,,,,
497,15,12,12,13,14,13,12,13,14,12,13,12,,,,,,,,,,
178,19,12,24,12,12,12,24,24,24,24,12,12,,,,,,,,,,
587,1,14,13,15,15,14,14,15,14,14,13,13,,,,,,,,,,
485,2,15,15,14,14,15,15,14,14,15,13,13,,,,,,,,,,
1032,2,14,14,14,14,14,13,16,15,14,14,13,,,,,,,,,,
312,3,15,15,14,14,14,13,13,14,14,15,13,,,,,,,,,,
347,3,14,14,14,14,14,14,14,13,14,13,13,,,,,,,,,,
1037,4,15,14,15,14,14,16,13,15,14,16,13,,,,,,,,,,
557,5,15,14,14,15,13,16,14,14,16,15,13,,,,,,,,,,
534,6,14,14,13,14,14,14,14,14,14,15,13,,,,,,,,,,
895,7,14,13,15,15,14,14,16,15,15,15,13,,,,,,,,,,
327,8,14,14,13,13,13,14,14,13,14,14,13,,,,,,,,,,
744,9,15,14,15,15,14,13,15,14,14,14,13,,,,,,,,,,
586,10,14,14,14,14,13,13,13,13,13,13,13,,,,,,,,,,
42,11,13,14,13,14,14,15,14,13,14,14,13,,,,,,,,,,
65,12,14,14,14,14,15,15,13,13,14,14,13,,,,,,,,,,
120,12,14,14,13,15,15,15,15,15,15,15,13,,,,,,,,,,
633,12,13,14,14,14,13,15,14,15,14,13,13,,,,,,,,,,
127,13,14,16,16,17,13,14,15,15,13,13,13,,,,,,,,,,
558,14,15,15,14,15,15,14,13,14,15,13,13,,,,,,,,,,
205,15,14,14,14,13,13,13,14,14,14,14,13,,,,,,,,,,
1036,17,13,14,13,13,13,13,19,14,14,14,13,,,,,,,,,,
576,24,13,13,13,13,13,13,13,13,13,13,13,,,,,,,,,,
971,27,13,15,26,26,27,27,26,26,15,14,13,,,,,,,,,,
125,1,17,18,16,17,17,18,14,16,17,18,14,,,,,,,,,,
356,1,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,
377,2,16,17,16,14,16,14,15,16,17,17,14,,,,,,,,,,
527,2,17,16,16,14,16,15,18,17,15,16,14,,,,,,,,,,
646,2,15,14,15,15,14,15,14,14,16,15,14,,,,,,,,,,
39,3,15,17,17,17,17,17,17,17,17,14,14,,,,,,,,,,
202,3,15,14,15,15,15,14,17,14,15,15,14,,,,,,,,,,
216,3,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,
398,3,15,15,14,15,16,14,15,15,16,15,14,,,,,,,,,,
983,3,15,16,15,16,14,15,14,16,15,15,14,,,,,,,,,,
911,4,15,14,15,16,14,16,16,15,15,15,14,,,,,,,,,,
495,5,14,15,14,15,15,14,15,15,15,15,14,,,,,,,,,,
45,6,15,15,15,15,15,15,14,14,15,15,14,,,,,,,,,,
131,6,15,15,15,15,14,16,15,16,16,16,14,,,,,,,,,,
321,7,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,
543,7,15,17,14,15,16,16,14,16,16,15,14,,,,,,,,,,
683,7,15,15,16,14,16,15,15,15,14,15,14,,,,,,,,,,
628,10,15,15,14,16,16,16,16,15,15,16,14,,,,,,,,,,
788,10,16,16,15,15,15,14,15,15,16,16,14,,,,,,,,,,
932,11,17,15,14,16,15,16,14,16,14,15,14,,,,,,,,,,
999,11,16,16,15,16,15,17,17,17,15,14,14,,,,,,,,,,
403,13,15,14,15,14,14,15,14,15,14,14,14,,,,,,,,,,
512,13,15,15,15,15,16,15,14,16,15,16,14,,,,,,,,,,
662,13,14,15,14,15,14,15,14,14,15,15,14,,,,,,,,,,
481,15,17,14,16,14,15,14,15,14,14,15,14,,,,,,,,,,
550,18,19,18,14,15,19,18,14,19,18,18,14,,,,,,,,,,
286,19,15,15,15,14,15,15,15,15,14,15,14,,,,,,,,,,
163,23,15,14,15,14,15,16,16,15,16,16,14,,,,,,,,,,
518,25,14,14,14,14,15,14,14,15,15,14,14,,,,,,,,,,
1015,28,14,17,15,15,15,14,15,15,18,15,14,,,,,,,,,,
545,42,15,14,15,14,15,15,15,15,15,14,14,,,,,,,,,,
821,1,15,15,15,16,15,15,16,16,15,15,15,,,,,,,,,,
95,2,15,19,20,18,16,16,20,22,21,16,15,,,,,,,,,,
399,2,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,
519,2,17,16,18,16,15,17,18,17,18,16,15,,,,,,,,,,
631,3,16,16,16,16,16,15,16,16,16,16,15,,,,,,,,,,
713,3,21,22,16,21,20,17,21,20,21,15,15,,,,,,,,,,
918,4,16,16,17,17,16,17,16,15,17,17,15,,,,,,,,,,
956,4,18,17,15,15,16,18,17,17,18,16,15,,,,,,,,,,
225,6,16,15,16,16,15,15,16,15,17,16,15,,,,,,,,,,
337,6,16,16,15,16,16,16,15,17,17,17,15,,,,,,,,,,
81,7,16,17,16,17,17,16,17,15,16,16,15,,,,,,,,,,
157,7,16,15,16,16,17,16,17,17,18,17,15,,,,,,,,,,
505,10,16,16,16,16,16,17,17,16,15,15,15,,,,,,,,,,
952,10,16,16,17,16,15,17,16,16,15,16,15,,,,,,,,,,
811,11,17,16,15,17,17,17,16,17,17,17,15,,,,,,,,,,
38,13,16,18,19,16,18,19,18,15,19,16,15,,,,,,,,,,
977,13,15,16,16,15,15,16,16,15,16,15,15,,,,,,,,,,
243,14,15,15,16,15,15,15,16,16,16,15,15,,,,,,,,,,
726,14,15,16,16,16,15,16,17,15,16,16,15,,,,,,,,,,
190,17,15,16,16,15,16,16,16,16,15,16,15,,,,,,,,,,
58,18,19,16,19,16,19,19,15,19,16,19,15,,,,,,,,,,
239,1,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,
985,1,16,16,16,16,17,16,16,17,16,16,16,,,,,,,,,,
1001,1,17,17,16,16,16,17,17,16,16,17,16,,,,,,,,,,
466,2,17,18,16,17,17,16,17,17,17,17,16,,,,,,,,,,
537,2,17,16,17,16,17,17,17,17,16,17,16,,,,,,,,,,
580,3,17,18,17,20,20,18,20,21,16,17,16,,,,,,,,,,
585,3,16,17,16,17,17,17,16,17,18,18,16,,,,,,,,,,
262,4,17,18,17,18,16,17,18,16,19,17,16,,,,,,,,,,
223,5,17,17,16,18,16,18,16,17,17,16,16,,,,,,,,,,
763,5,17,16,18,17,17,16,17,18,16,17,16,,,,,,,,,,
842,6,18,18,17,17,17,16,18,18,17,18,16,,,,,,,,,,
1011,6,16,17,17,16,16,16,16,17,17,16,16,,,,,,,,,,
388,7,16,16,16,16,16,16,17,16,16,17,16,,,,,,,,,,
252,8,16,16,17,17,17,17,16,16,17,17,16,,,,,,,,,,
953,8,16,17,17,17,17,17,18,18,18,17,16,,,,,,,,,,
11,9,21,20,16,16,17,18,17,19,19,20,16,,,,,,,,,,
426,10,17,17,16,18,18,18,18,17,16,16,16,,,,,,,,,,
540,10,18,17,19,17,18,19,16,19,18,18,16,,,,,,,,,,
386,13,20,20,21,21,21,21,21,21,16,22,16,,,,,,,,,,
233,15,16,17,16,17,17,17,17,17,17,17,16,,,,,,,,,,
564,16,22,22,17,17,22,17,22,17,22,16,16,,,,,,,,,,
1004,16,17,17,16,17,16,17,17,17,16,17,16,,,,,,,,,,
1054,17,17,17,18,18,17,16,17,17,17,16,16,,,,,,,,,,
279,18,17,17,17,19,17,17,19,19,18,16,16,,,,,,,,,,
607,18,17,18,16,17,17,18,17,18,18,17,16,,,,,,,,,,
700,27,17,18,18,16,17,17,17,19,17,17,16,,,,,,,,,,
392,1,19,18,20,18,19,18,17,19,20,19,17,,,,,,,,,,
526,1,19,18,20,19,19,20,18,20,19,17,17,,,,,,,,,,
850,2,17,17,17,20,19,19,18,17,17,17,17,,,,,,,,,,
746,4,17,17,18,17,17,18,18,17,18,18,17,,,,,,,,,,
88,5,17,17,17,17,18,18,18,18,18,18,17,,,,,,,,,,
1057,5,18,17,18,18,19,18,19,19,18,19,17,,,,,,,,,,
1018,6,18,21,18,22,18,18,22,17,17,18,17,,,,,,,,,,
800,10,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,
833,15,17,17,18,17,18,17,18,18,17,18,17,,,,,,,,,,
489,16,17,17,17,18,17,18,17,17,17,17,17,,,,,,,,,,
1019,19,19,18,18,17,18,18,19,19,19,19,17,,,,,,,,,,
664,27,17,17,18,17,17,18,18,17,18,18,17,,,,,,,,,,
103,1,20,19,19,18,20,19,20,19,19,18,18,,,,,,,,,,
353,1,18,19,18,18,19,18,18,18,19,18,18,,,,,,,,,,
355,1,20,19,20,19,20,18,19,19,20,19,18,,,,,,,,,,
536,1,22,21,22,21,19,22,18,21,22,21,18,,,,,,,,,,
82,2,22,18,23,19,23,18,18,18,19,23,18,,,,,,,,,,
625,2,20,19,19,18,20,23,23,19,21,22,18,,,,,,,,,,
28,4,20,19,18,19,20,19,19,19,19,19,18,,,,,,,,,,
993,4,19,19,18,20,20,19,19,19,19,18,18,,,,,,,,,,
615,5,18,19,18,19,19,20,19,20,19,19,18,,,,,,,,,,
0,7,19,18,20,19,19,18,20,19,19,20,18,,,,,,,,,,
313,9,19,19,18,18,19,19,19,19,18,18,18,,,,,,,,,,
533,9,20,20,20,20,18,18,18,18,20,20,18,,,,,,,,,,
172,11,20,19,18,21,20,20,19,20,19,19,18,,,,,,,,,,
973,14,19,20,20,20,19,21,21,19,18,21,18,,,,,,,,,,
192,15,19,18,19,18,20,20,19,19,19,20,18,,,,,,,,,,
849,15,22,18,23,19,23,23,23,19,18,23,18,,,,,,,,,,
20,16,21,23,23,24,23,21,23,22,23,18,18,,,,,,,,,,
410,18,20,21,19,19,19,19,18,20,22,18,18,,,,,,,,,,
610,18,18,18,20,19,18,20,18,19,18,18,18,,,,,,,,,,
769,18,19,19,19,18,19,19,19,18,18,19,18,,,,,,,,,,
363,19,20,18,19,20,18,21,20,19,19,21,18,,,,,,,,,,
634,20,19,21,19,22,21,22,22,18,22,18,18,,,,,,,,,,
912,1,20,20,36,20,20,19,21,21,21,20,19,,,,,,,,,,
995,1,19,20,29,20,20,20,20,20,19,21,19,,,,,,,,,,
55,2,20,20,19,20,20,20,19,20,19,19,19,,,,,,,,,,
73,2,19,19,19,19,19,19,19,19,19,19,19,,,,,,,,,,
303,2,19,20,19,20,19,20,19,19,20,20,19,,,,,,,,,,
80,3,20,21,21,21,21,21,20,21,21,19,19,,,,,,,,,,
304,4,19,20,20,20,20,20,20,20,20,20,19,,,,,,,,,,
33,7,19,19,19,19,19,19,19,19,19,19,19,,,,,,,,,,
207,8,20,19,20,21,20,21,21,20,20,21,19,,,,,,,,,,
491,9,19,20,20,21,22,22,20,21,20,21,19,,,,,,,,,,
479,10,20,21,19,20,20,21,20,21,19,19,19,,,,,,,,,,
516,13,20,19,21,20,20,19,21,20,21,20,19,,,,,,,,,,
434,14,19,19,19,19,19,19,19,19,19,19,19,,,,,,,,,,
531,17,19,19,20,20,19,20,20,20,20,20,19,,,,,,,,,,
432,25,24,19,24,24,25,25,20,25,24,25,19,,,,,,,,,,
1049,30,19,20,23,23,22,22,22,22,20,20,19,,,,,,,,,,
366,3,20,20,21,21,20,21,21,22,21,21,20,,,,,,,,,,
749,3,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,
254,5,21,20,20,21,20,21,21,20,20,21,20,,,,,,,,,,
863,5,21,21,21,20,21,21,21,20,20,21,20,,,,,,,,,,
146,6,22,21,21,22,22,21,21,21,20,20,20,,,,,,,,,,
445,9,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,
115,10,21,21,20,20,20,21,20,20,21,22,20,,,,,,,,,,
773,10,22,21,22,21,21,22,20,21,21,20,20,,,,,,,,,,
855,10,20,20,20,20,20,20,21,21,20,20,20,,,,,,,,,,
34,20,20,21,21,21,21,20,20,20,21,21,20,,,,,,,,,,
160,23,21,20,21,20,21,20,22,22,21,21,20,,,,,,,,,,
438,1,22,22,22,22,22,22,21,23,21,23,21,,,,,,,,,,
860,2,21,21,21,21,21,21,21,21,21,21,21,,,,,,,,,,
285,5,26,23,23,23,23,21,22,23,23,24,21,,,,,,,,,,
83,6,21,22,22,22,23,22,22,23,23,23,21,,,,,,,,,,
474,16,21,22,22,22,21,21,22,22,22,22,21,,,,,,,,,,
577,19,22,22,22,22,23,22,21,21,21,22,21,,,,,,,,,,
86,20,21,21,21,21,21,21,21,21,21,21,21,,,,,,,,,,
331,20,21,21,21,21,21,21,21,21,21,21,21,,,,,,,,,,
128,26,22,23,22,23,22,22,23,23,21,22,21,,,,,,,,,,
1010,27,22,21,22,22,22,21,21,21,22,22,21,,,,,,,,,,
710,1,25,23,22,26,25,26,26,26,26,23,22,,,,,,,,,,
551,4,23,22,24,23,24,23,24,23,24,23,22,,,,,,,,,,
329,6,23,24,22,23,24,24,23,25,23,24,22,,,,,,,,,,
87,7,22,22,23,23,22,22,23,22,23,23,22,,,,,,,,,,
240,10,23,22,23,24,24,23,24,23,23,23,22,,,,,,,,,,
314,17,31,24,23,22,23,30,23,30,22,22,22,,,,,,,,,,
572,18,23,22,24,23,23,24,24,22,24,23,22,,,,,,,,,,
502,21,22,22,22,22,22,23,23,22,22,22,22,,,,,,,,,,
1016,21,23,22,23,22,23,24,24,22,23,23,22,,,,,,,,,,
323,22,23,23,23,22,23,22,23,22,23,22,22,,,,,,,,,,
832,1,23,23,23,23,23,23,23,23,23,23,23,,,,,,,,,,
658,2,24,23,24,24,23,23,24,24,23,23,23,,,,,,,,,,
765,14,26,26,26,26,26,26,26,23,25,25,23,,,,,,,,,,
1030,23,25,24,24,23,25,24,25,24,23,24,23,,,,,,,,,,
351,1,27,26,26,26,26,25,25,25,24,27,24,,,,,,,,,,
827,1,25,25,26,24,26,26,26,25,25,25,24,,,,,,,,,,
273,2,25,24,25,26,26,25,25,26,26,25,24,,,,,,,,,,
181,3,25,26,24,25,24,25,24,26,25,25,24,,,,,,,,,,
15,7,25,25,25,25,25,25,24,25,25,24,24,,,,,,,,,,
635,10,25,25,24,24,26,26,25,25,25,25,24,,,,,,,,,,
342,14,24,24,26,26,26,26,24,24,27,24,24,,,,,,,,,,
689,21,25,24,26,25,26,26,25,25,25,26,24,,,,,,,,,,
513,22,25,25,24,24,26,25,25,26,26,25,24,,,,,,,,,,
757,24,24,24,24,24,24,24,24,24,24,24,24,,,,,,,,,,
57,26,24,26,24,24,24,26,24,24,26,24,24,,,,,,,,,,
97,2,25,25,25,26,26,25,25,26,26,25,25,,,,,,,,,,
673,5,29,25,29,25,26,29,29,26,25,25,25,,,,,,,,,,
385,6,26,26,25,27,25,27,26,26,26,26,25,,,,,,,,,,
408,6,26,25,27,26,26,27,26,27,25,26,25,,,,,,,,,,
488,8,26,27,25,26,27,27,26,27,26,27,25,,,,,,,,,,
825,1,26,26,26,26,27,26,27,27,27,27,26,,,,,,,,,,
333,3,26,27,27,27,27,26,27,27,26,27,26,,,,,,,,,,
345,6,26,26,26,26,26,26,26,26,26,26,26,,,,,,,,,,
754,1,28,28,27,27,28,29,28,29,28,29,27,,,,,,,,,,
173,4,28,27,29,28,28,29,28,29,28,30,27,,,,,,,,,,
423,6,28,28,28,27,27,28,27,28,29,29,27,,,,,,,,,,
316,27,28,29,29,29,27,28,28,28,28,29,27,,,,,,,,,,
609,27,27,28,27,27,28,28,27,27,28,28,27,,,,,,,,,,
696,27,28,27,28,28,27,28,28,28,27,27,27,,,,,,,,,,
62,3,29,29,29,28,29,29,29,28,29,28,28,,,,,,,,,,
123,24,28,28,28,28,28,28,28,28,28,28,28,,,,,,,,,,
567,26,29,29,28,28,29,28,29,28,29,29,28,,,,,,,,,,
32,6,29,29,29,29,29,29,29,29,29,29,29,,,,,,,,,,
506,9,30,30,29,31,31,30,30,30,31,30,29,,,,,,,,,,
141,1,31,33,32,31,32,30,33,31,34,34,30,,,,,,,,,,
925,1,32,31,32,32,31,32,30,31,31,32,30,,,,,,,,,,
906,12,30,30,31,31,31,31,31,31,32,31,30,,,,,,,,,,
7,1,32,33,32,32,32,32,31,31,33,31,31,,,,,,,,,,
324,1,31,31,31,31,31,31,31,31,31,31,31,,,,,,,,,,
1027,1,31,32,32,32,32,33,32,33,31,32,31,,,,,,,,,,
165,14,31,31,31,31,31,31,31,31,31,31,31,,,,,,,,,,
358,28,32,33,32,33,32,33,33,33,32,33,32,,,,,,,,,,
118,1,34,33,34,33,34,34,33,33,34,33,33,,,,,,,,,,
949,2,34,35,34,36,35,33,33,35,34,33,33,,,,,,,,,,
818,5,33,33,33,33,33,33,33,33,33,33,33,,,,,,,,,,
132,32,33,33,33,33,33,33,33,33,33,33,33,,,,,,,,,,
805,1,35,35,36,36,35,35,35,34,34,35,34,,,,,,,,,,
916,1,36,35,35,35,35,35,34,36,35,34,34,,,,,,,,,,
26,6,34,34,34,34,34,34,34,34,34,34,34,,,,,,,,,,
354,39,36,36,36,36,36,36,36,36,35,36,35,,,,,,,,,,
910,1,39,39,38,38,39,39,38,38,38,38,38,,,,,,,,,,
175,1,39,39,40,40,39,40,40,39,40,39,39,,,,,,,,,,
