46,1,2,1,1,0,3,3,2,2,3,2,0,,,Edit Size,Total Example,Correct,%,,Patch Distance,Count,Percentage
573,3,4,3,5,10,9,4,10,4,4,4,3,,,,,,,,,,
595,3,4,3,3,4,4,4,3,3,4,4,3,,,,,,,,,,
598,3,3,4,4,5,4,4,4,4,3,4,3,,,,,,,,,,
723,3,4,3,5,4,6,5,5,4,5,5,3,,,,,,,,,,
761,3,4,4,4,3,7,7,4,7,5,6,3,,,,,,,,,,
792,3,4,5,5,5,5,4,3,5,5,4,3,,,,,,,,,,
819,3,4,5,3,5,4,3,4,4,4,4,3,,,,,,,,,,
824,3,4,7,3,6,7,5,5,8,8,4,3,,,,,,,,,,
836,3,10,3,4,5,5,4,3,5,4,9,3,,,,,,,,,,
879,3,3,4,4,4,4,4,4,4,3,4,3,,,,,,,,,,
954,3,3,4,5,6,4,5,4,5,3,4,3,,,,,,,,,,
967,3,4,4,4,5,3,4,4,4,4,4,3,,,,,,,,,,
1023,3,4,5,3,4,4,5,4,5,4,4,3,,,,,,,,,,
59,4,3,3,3,3,3,3,3,4,4,3,3,,,,,,,,,,
259,4,4,4,5,5,5,5,5,3,5,5,3,,,,,,,,,,
260,4,3,3,3,3,3,4,3,4,3,3,3,,,,,,,,,,
275,4,4,3,7,7,6,6,3,4,4,4,3,,,,,,,,,,
401,4,6,5,7,7,6,6,8,5,7,3,3,,,,,,,,,,
484,4,4,5,8,9,5,6,3,4,4,5,3,,,,,,,,,,
515,4,3,4,4,3,3,4,5,3,4,4,3,,,,,,,,,,
719,4,5,4,5,4,4,6,4,3,4,3,3,,,,,,,,,,
994,5,4,3,5,4,5,5,4,4,7,4,3,,,,,,,,,,
1025,5,5,5,5,6,3,6,5,4,4,4,3,,,,,,,,,,
40,6,5,5,3,3,4,4,4,4,4,4,3,,,,,,,,,,
48,6,3,3,4,4,3,3,7,3,3,3,3,,,,,,,,,,
228,6,9,4,8,9,9,4,3,9,5,8,3,,,,,,,,,,
477,6,6,7,6,7,7,3,7,7,7,6,3,,,,,,,,,,
493,6,7,4,6,7,6,8,5,6,3,7,3,,,,,,,,,,
1042,6,3,3,4,4,6,6,6,3,4,3,3,,,,,,,,,,
338,7,3,4,4,4,4,4,4,3,4,4,3,,,,,,,,,,
866,7,5,6,5,7,4,4,7,5,5,3,3,,,,,,,,,,
419,9,3,5,3,5,3,5,3,3,5,5,3,,,,,,,,,,
758,9,3,4,3,3,4,3,3,3,3,4,3,,,,,,,,,,
661,10,3,5,10,12,10,11,3,4,11,11,3,,,,,,,,,,
968,10,4,4,4,3,5,5,4,4,5,4,3,,,,,,,,,,
957,13,7,6,6,5,4,3,7,6,6,6,3,,,,,,,,,,
782,15,8,3,8,3,9,7,8,8,4,4,3,,,,,,,,,,
645,18,5,5,7,4,7,6,5,6,4,3,3,,,,,,,,,,
64,1,5,6,5,4,6,5,4,5,4,5,4,,,,,,,,,,
264,1,5,4,6,5,6,5,6,5,6,6,4,,,,,,,,,,
330,1,5,5,5,5,5,8,5,8,4,5,4,,,,,,,,,,
608,1,5,6,6,7,4,4,5,6,5,7,4,,,,,,,,,,
711,1,4,6,4,6,6,7,6,5,6,4,4,,,,,,,,,,
735,1,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,
764,1,4,5,5,5,5,5,6,6,4,5,4,,,,,,,,,,
907,1,5,4,5,5,4,5,4,4,6,4,4,,,,,,,,,,
36,2,5,6,4,5,6,7,5,6,4,6,4,,,,,,,,,,
122,2,8,8,4,8,7,6,6,6,8,5,4,,,,,,,,,,
156,2,6,5,6,5,5,6,4,5,5,5,4,,,,,,,,,,
161,2,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,
602,2,9,9,4,8,5,8,9,8,8,9,4,,,,,,,,,,
767,2,4,4,4,5,5,5,5,5,4,5,4,,,,,,,,,,
874,2,6,6,5,5,5,5,4,4,6,6,4,,,,,,,,,,
877,2,9,8,5,9,9,5,4,4,8,4,4,,,,,,,,,,
70,3,6,6,5,4,6,5,5,6,6,5,4,,,,,,,,,,
319,3,6,5,4,13,5,5,12,6,5,4,4,,,,,,,,,,
450,3,5,6,4,5,5,6,7,6,5,6,4,,,,,,,,,,
490,3,5,5,5,6,6,5,12,12,4,6,4,,,,,,,,,,
503,3,6,5,9,8,6,5,5,5,6,4,4,,,,,,,,,,
538,3,8,8,9,5,6,9,4,9,6,5,4,,,,,,,,,,
544,3,5,6,4,5,6,5,5,4,7,6,4,,,,,,,,,,
702,3,4,6,4,5,5,7,4,5,8,7,4,,,,,,,,,,
729,3,11,4,4,4,4,4,5,4,5,11,4,,,,,,,,,,
730,3,6,5,7,6,6,7,5,4,5,4,4,,,,,,,,,,
738,3,5,4,8,7,5,4,5,5,6,8,4,,,,,,,,,,
759,3,6,7,5,5,6,6,4,5,6,7,4,,,,,,,,,,
870,3,5,5,4,4,6,6,6,6,5,5,4,,,,,,,,,,
917,3,5,4,5,4,5,4,6,6,5,5,4,,,,,,,,,,
930,3,6,5,4,6,7,7,6,5,4,6,4,,,,,,,,,,
958,3,14,14,13,4,13,5,5,4,13,4,4,,,,,,,,,,
969,3,5,5,5,5,5,5,5,4,6,5,4,,,,,,,,,,
1028,3,6,6,7,7,7,4,5,5,7,4,4,,,,,,,,,,
169,4,4,5,5,5,5,5,5,5,5,5,4,,,,,,,,,,
174,4,4,6,7,5,7,7,5,7,7,5,4,,,,,,,,,,
218,4,4,5,5,5,5,9,5,9,5,5,4,,,,,,,,,,
288,4,12,11,6,5,12,13,11,11,4,13,4,,,,,,,,,,
293,4,4,4,4,4,4,4,4,5,4,5,4,,,,,,,,,,
409,4,4,4,5,5,5,5,4,5,4,6,4,,,,,,,,,,
622,4,4,4,4,4,5,4,5,4,5,5,4,,,,,,,,,,
692,4,6,5,8,4,7,7,5,7,5,8,4,,,,,,,,,,
838,4,4,5,4,5,5,4,5,4,6,5,4,,,,,,,,,,
853,4,5,5,7,7,7,6,6,6,4,6,4,,,,,,,,,,
964,4,4,5,13,5,5,13,5,5,5,5,4,,,,,,,,,,
1035,4,5,5,5,4,6,6,6,6,6,6,4,,,,,,,,,,
1045,4,4,5,5,6,5,6,5,5,5,5,4,,,,,,,,,,
418,5,5,5,4,5,6,6,6,5,6,5,4,,,,,,,,,,
13,6,5,4,14,5,13,5,4,13,4,14,4,,,,,,,,,,
858,6,9,4,9,9,9,9,9,9,8,9,4,,,,,,,,,,
84,7,4,4,4,5,5,5,5,5,5,5,4,,,,,,,,,,
852,7,7,4,8,5,5,6,5,6,8,5,4,,,,,,,,,,
904,7,5,6,6,5,4,6,6,6,5,6,4,,,,,,,,,,
931,9,5,5,6,5,4,6,6,5,7,6,4,,,,,,,,,,
682,15,5,4,17,17,17,17,16,16,5,5,4,,,,,,,,,,
271,19,4,6,4,6,7,4,4,5,7,4,4,,,,,,,,,,
35,1,5,6,6,6,7,7,5,7,7,6,5,,,,,,,,,,
177,1,7,7,6,9,6,6,9,8,6,5,5,,,,,,,,,,
206,1,6,7,5,5,7,7,7,7,7,7,5,,,,,,,,,,
213,1,7,7,6,7,7,7,5,6,7,7,5,,,,,,,,,,
459,1,10,7,5,7,8,6,6,7,8,10,5,,,,,,,,,,
779,1,6,5,6,17,17,17,17,16,17,6,5,,,,,,,,,,
880,1,5,31,6,6,6,30,6,32,31,7,5,,,,,,,,,,
881,1,7,8,6,6,5,5,6,5,8,7,5,,,,,,,,,,
56,2,6,6,7,6,5,5,7,5,6,6,5,,,,,,,,,,
241,2,6,5,5,7,7,7,7,5,7,6,5,,,,,,,,,,
280,2,7,6,6,6,7,6,7,7,5,5,5,,,,,,,,,,
291,2,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,
292,2,14,12,5,7,6,6,14,7,14,13,5,,,,,,,,,,
375,2,6,7,5,6,7,7,7,6,7,5,5,,,,,,,,,,
380,2,7,6,6,6,5,8,8,5,5,7,5,,,,,,,,,,
415,2,6,6,5,6,7,6,6,6,7,5,5,,,,,,,,,,
427,2,5,11,11,6,12,10,6,12,6,12,5,,,,,,,,,,
483,2,5,6,6,6,6,6,6,6,6,6,5,,,,,,,,,,
709,2,7,6,6,7,5,6,6,7,7,6,5,,,,,,,,,,
845,2,6,8,5,5,7,7,8,5,8,6,5,,,,,,,,,,
905,2,6,6,6,7,7,5,6,6,7,6,5,,,,,,,,,,
908,2,6,6,6,6,5,6,6,5,5,5,5,,,,,,,,,,
66,3,8,6,8,6,7,6,8,8,7,5,5,,,,,,,,,,
212,3,6,7,7,5,7,6,6,7,8,7,5,,,,,,,,,,
326,3,5,6,6,7,6,7,7,6,6,6,5,,,,,,,,,,
370,3,7,6,6,5,6,8,5,7,5,7,5,,,,,,,,,,
443,3,6,7,7,6,7,6,7,5,7,6,5,,,,,,,,,,
507,3,7,6,7,6,7,7,7,7,6,5,5,,,,,,,,,,
532,3,6,6,7,7,7,7,5,5,5,8,5,,,,,,,,,,
747,3,5,6,6,5,6,6,6,6,5,6,5,,,,,,,,,,
750,3,5,5,6,6,6,6,7,6,6,5,5,,,,,,,,,,
17,4,7,6,6,8,5,7,7,8,6,8,5,,,,,,,,,,
74,4,7,7,7,6,5,6,6,6,6,6,5,,,,,,,,,,
182,4,26,26,26,27,25,6,26,26,27,5,5,,,,,,,,,,
281,4,6,8,7,9,6,8,7,6,8,5,5,,,,,,,,,,
283,4,5,8,7,7,6,6,7,6,8,6,5,,,,,,,,,,
116,5,6,7,6,7,7,8,7,5,8,8,5,,,,,,,,,,
119,5,5,5,6,6,6,6,6,6,6,7,5,,,,,,,,,,
404,5,9,9,10,6,6,10,5,7,8,5,5,,,,,,,,,,
482,5,5,5,6,6,6,6,6,7,6,6,5,,,,,,,,,,
701,5,7,8,8,5,5,5,6,7,8,8,5,,,,,,,,,,
714,5,5,6,6,23,5,24,5,6,6,24,5,,,,,,,,,,
856,5,5,5,10,5,5,10,10,5,5,5,5,,,,,,,,,,
873,5,5,6,6,5,6,6,6,6,6,5,5,,,,,,,,,,
897,5,6,6,5,7,7,6,6,7,7,6,5,,,,,,,,,,
943,5,6,8,9,5,6,6,6,6,9,9,5,,,,,,,,,,
1022,5,5,11,6,12,12,7,6,6,13,12,5,,,,,,,,,,
976,6,6,5,7,6,6,7,5,7,6,7,5,,,,,,,,,,
139,7,9,7,10,8,8,9,9,5,6,6,5,,,,,,,,,,
255,7,7,8,8,7,8,8,7,5,8,8,5,,,,,,,,,,
458,7,5,5,5,5,6,5,5,6,5,5,5,,,,,,,,,,
588,7,8,5,6,9,10,5,10,9,7,6,5,,,,,,,,,,
616,7,6,5,6,5,6,5,6,5,6,5,5,,,,,,,,,,
966,7,7,6,7,6,7,6,6,6,5,5,5,,,,,,,,,,
970,8,6,6,7,7,5,6,6,7,6,6,5,,,,,,,,,,
197,12,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,
804,15,6,6,5,5,6,6,5,6,6,5,5,,,,,,,,,,
791,17,6,5,6,7,6,6,5,6,5,7,5,,,,,,,,,,
52,1,8,7,7,6,8,8,7,8,7,7,6,,,,,,,,,,
478,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,
520,1,8,8,8,6,8,6,7,8,8,8,6,,,,,,,,,,
611,1,7,7,8,6,7,8,7,7,7,8,6,,,,,,,,,,
653,1,9,7,6,7,8,9,7,9,7,7,6,,,,,,,,,,
671,1,7,6,8,7,7,8,7,7,8,7,6,,,,,,,,,,
762,1,6,6,6,7,7,7,6,6,6,6,6,,,,,,,,,,
774,1,6,7,7,7,16,16,16,16,7,7,6,,,,,,,,,,
1053,1,6,7,7,7,7,8,7,8,8,9,6,,,,,,,,,,
510,2,7,7,6,6,7,8,6,7,7,7,6,,,,,,,,,,
632,2,7,6,8,8,7,8,8,7,8,7,6,,,,,,,,,,
690,2,7,8,8,8,6,8,7,7,7,9,6,,,,,,,,,,
693,2,7,8,8,8,8,8,6,8,9,9,6,,,,,,,,,,
753,2,8,7,7,6,7,7,6,6,8,7,6,,,,,,,,,,
801,2,6,7,7,6,7,6,6,7,6,6,6,,,,,,,,,,
68,3,7,8,8,6,7,7,7,7,7,8,6,,,,,,,,,,
154,3,8,7,7,6,7,6,8,7,7,7,6,,,,,,,,,,
167,3,6,7,8,8,8,7,7,8,7,7,6,,,,,,,,,,
217,3,7,7,6,8,6,8,7,7,8,6,6,,,,,,,,,,
248,3,6,7,7,7,7,6,7,7,9,9,6,,,,,,,,,,
261,3,10,9,9,8,11,7,10,10,6,6,6,,,,,,,,,,
361,3,7,15,15,6,8,8,8,14,15,7,6,,,,,,,,,,
406,3,7,9,9,6,7,10,9,8,10,7,6,,,,,,,,,,
517,3,6,6,6,6,6,6,6,7,6,7,6,,,,,,,,,,
626,3,6,15,15,6,15,6,7,6,15,7,6,,,,,,,,,,
802,3,7,7,7,6,7,7,7,7,7,7,6,,,,,,,,,,
817,3,6,6,6,6,7,6,7,6,7,7,6,,,,,,,,,,
894,3,6,7,6,7,8,7,7,8,6,7,6,,,,,,,,,,
938,3,7,8,7,8,6,7,6,7,7,8,6,,,,,,,,,,
654,4,15,8,6,8,8,7,7,7,7,14,6,,,,,,,,,,
724,4,6,8,6,6,8,7,7,7,8,7,6,,,,,,,,,,
704,5,6,11,7,11,12,7,7,12,7,7,6,,,,,,,,,,
708,5,7,8,7,8,6,7,6,7,8,9,6,,,,,,,,,,
718,5,7,7,7,6,9,9,7,8,8,8,6,,,,,,,,,,
798,5,7,7,6,7,6,7,6,7,6,6,6,,,,,,,,,,
851,5,7,7,7,7,7,6,7,7,6,7,6,,,,,,,,,,
981,5,14,14,14,14,7,7,6,6,7,14,6,,,,,,,,,,
4,6,8,8,7,7,7,8,6,8,7,7,6,,,,,,,,,,
8,6,7,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,
121,6,6,7,8,8,6,7,7,8,7,6,6,,,,,,,,,,
130,6,8,6,10,10,7,7,9,10,9,9,6,,,,,,,,,,
452,6,6,6,6,7,6,7,7,6,7,7,6,,,,,,,,,,
768,6,6,8,7,7,9,7,6,7,7,7,6,,,,,,,,,,
955,6,7,8,7,8,8,9,6,8,8,9,6,,,,,,,,,,
594,7,10,6,7,10,10,10,10,10,10,10,6,,,,,,,,,,
655,7,6,7,9,8,6,7,7,6,7,9,6,,,,,,,,,,
745,7,9,7,6,7,8,8,9,9,9,8,6,,,,,,,,,,
760,7,8,7,7,6,7,8,7,8,8,7,6,,,,,,,,,,
582,8,7,6,8,6,7,8,8,7,8,7,6,,,,,,,,,,
621,8,6,7,9,8,6,6,8,9,7,9,6,,,,,,,,,,
890,9,15,14,15,14,7,8,6,7,8,7,6,,,,,,,,,,
114,17,6,7,7,7,7,7,7,7,6,7,6,,,,,,,,,,
425,26,18,18,19,18,18,19,19,6,18,19,6,,,,,,,,,,
422,30,6,6,7,7,6,6,7,10,6,7,6,,,,,,,,,,
106,31,6,7,7,7,7,7,7,7,7,7,6,,,,,,,,,,
227,1,8,8,9,9,7,7,8,8,8,8,7,,,,,,,,,,
343,1,8,9,9,9,9,10,9,10,7,8,7,,,,,,,,,,
457,1,8,9,7,8,7,8,7,8,9,9,7,,,,,,,,,,
476,1,8,9,9,9,9,9,8,7,10,10,7,,,,,,,,,,
755,1,12,7,13,13,13,13,13,8,13,13,7,,,,,,,,,,
946,1,8,8,8,8,9,9,7,7,8,9,7,,,,,,,,,,
1050,1,8,8,8,8,7,8,7,8,7,9,7,,,,,,,,,,
92,2,8,8,8,8,7,8,7,8,8,8,7,,,,,,,,,,
238,2,8,8,8,8,9,8,9,8,9,7,7,,,,,,,,,,
341,2,9,10,7,11,11,10,10,8,10,10,7,,,,,,,,,,
420,2,8,9,7,7,9,7,8,7,8,9,7,,,,,,,,,,
465,2,8,9,8,8,9,8,9,7,8,9,7,,,,,,,,,,
472,2,7,8,8,7,8,7,8,7,8,7,7,,,,,,,,,,
496,2,9,8,12,7,12,12,8,12,10,9,7,,,,,,,,,,
561,2,11,7,10,8,9,9,9,8,7,11,7,,,,,,,,,,
982,2,8,9,7,8,8,9,7,9,8,10,7,,,,,,,,,,
67,3,9,9,8,8,8,8,7,9,7,9,7,,,,,,,,,,
107,3,7,9,9,9,7,8,7,9,8,10,7,,,,,,,,,,
421,3,15,13,8,8,13,14,9,13,9,7,7,,,,,,,,,,
639,3,8,8,8,7,7,7,7,7,9,8,7,,,,,,,,,,
698,3,7,8,7,8,8,12,8,9,8,8,7,,,,,,,,,,
29,4,7,16,8,17,8,8,8,17,8,17,7,,,,,,,,,,
76,4,7,7,8,8,8,8,9,9,8,8,7,,,,,,,,,,
298,4,9,9,12,10,9,7,7,12,12,12,7,,,,,,,,,,
697,4,8,8,8,7,10,10,9,9,7,11,7,,,,,,,,,,
771,4,7,9,7,8,8,8,9,8,7,7,7,,,,,,,,,,
251,5,8,8,8,8,8,7,7,8,7,9,7,,,,,,,,,,
296,5,8,7,10,10,9,9,10,10,8,8,7,,,,,,,,,,
436,5,8,8,9,9,7,8,8,8,9,7,7,,,,,,,,,,
659,5,7,7,7,8,7,7,8,7,7,8,7,,,,,,,,,,
868,5,7,8,8,8,7,8,8,9,8,9,7,,,,,,,,,,
919,5,10,7,9,10,12,10,7,10,10,11,7,,,,,,,,,,
936,5,7,7,7,7,7,7,7,7,8,8,7,,,,,,,,,,
124,6,10,11,8,7,10,9,9,8,11,10,7,,,,,,,,,,
263,6,7,8,7,8,7,7,7,7,8,8,7,,,,,,,,,,
733,6,7,7,7,7,7,7,8,8,7,7,7,,,,,,,,,,
143,7,7,8,8,9,8,9,9,8,9,9,7,,,,,,,,,,
318,7,10,10,8,8,7,7,9,8,10,11,7,,,,,,,,,,
340,7,17,18,8,8,7,17,18,17,17,8,7,,,,,,,,,,
560,7,14,16,7,9,15,15,8,8,15,15,7,,,,,,,,,,
783,7,17,8,8,8,8,8,8,8,8,7,7,,,,,,,,,,
808,7,7,9,8,8,8,9,8,8,8,10,7,,,,,,,,,,
903,7,7,8,8,8,9,9,7,8,8,8,7,,,,,,,,,,
934,7,7,7,7,12,8,12,8,8,8,13,7,,,,,,,,,,
1056,7,7,10,8,7,10,11,10,10,8,8,7,,,,,,,,,,
397,8,7,7,7,7,7,8,8,7,8,8,7,,,,,,,,,,
12,9,8,10,9,8,7,9,8,11,10,8,7,,,,,,,,,,
140,9,7,7,8,8,8,8,8,8,8,8,7,,,,,,,,,,
451,9,7,7,12,12,11,11,11,11,9,9,7,,,,,,,,,,
54,10,7,7,7,8,8,8,8,8,8,8,7,,,,,,,,,,
926,11,7,10,11,11,11,10,8,8,8,8,7,,,,,,,,,,
299,12,7,8,7,8,7,7,7,7,7,7,7,,,,,,,,,,
384,12,8,8,7,7,9,9,9,7,8,8,7,,,,,,,,,,
1014,12,11,11,11,11,7,7,11,8,11,11,7,,,,,,,,,,
232,13,9,8,9,8,7,8,9,8,9,9,7,,,,,,,,,,
219,15,8,7,9,8,8,7,9,7,9,8,7,,,,,,,,,,
525,15,7,8,7,7,9,9,8,8,7,8,7,,,,,,,,,,
604,15,8,7,9,9,8,8,9,9,8,8,7,,,,,,,,,,
570,20,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,
523,1,8,8,9,8,8,8,8,9,9,9,8,,,,,,,,,,
596,1,13,14,14,13,8,13,14,14,13,14,8,,,,,,,,,,
601,1,17,18,17,9,8,8,8,16,17,17,8,,,,,,,,,,
892,1,8,9,9,10,10,9,8,9,9,9,8,,,,,,,,,,
31,2,9,8,9,8,9,9,9,9,9,9,8,,,,,,,,,,
53,2,8,8,9,8,8,8,8,8,8,8,8,,,,,,,,,,
211,2,9,12,8,11,13,10,13,8,11,10,8,,,,,,,,,,
357,2,9,8,10,10,10,10,10,10,10,10,8,,,,,,,,,,
374,2,9,9,9,10,8,8,8,9,9,9,8,,,,,,,,,,
471,2,9,9,9,9,8,8,9,9,9,9,8,,,,,,,,,,
743,2,8,9,9,8,12,10,13,13,9,13,8,,,,,,,,,,
886,2,9,8,9,8,9,10,10,8,8,9,8,,,,,,,,,,
6,3,9,8,9,9,10,10,8,10,8,9,8,,,,,,,,,,
453,3,10,8,9,9,8,9,8,8,10,10,8,,,,,,,,,,
549,3,9,9,10,9,9,8,10,9,10,9,8,,,,,,,,,,
864,3,8,11,9,9,9,11,12,11,9,11,8,,,,,,,,,,
166,4,8,10,9,9,10,9,9,8,10,11,8,,,,,,,,,,
766,4,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,
781,5,8,8,8,8,8,8,8,8,9,9,8,,,,,,,,,,
812,5,8,10,12,12,10,9,12,12,11,9,8,,,,,,,,,,
75,6,9,10,8,9,9,9,10,10,10,10,8,,,,,,,,,,
142,6,9,9,9,9,8,10,9,8,8,8,8,,,,,,,,,,
265,6,9,8,9,9,9,8,8,8,9,10,8,,,,,,,,,,
1039,6,9,9,8,9,9,10,8,9,12,10,8,,,,,,,,,,
226,7,10,9,10,9,11,10,9,8,10,9,8,,,,,,,,,,
430,7,8,8,9,10,9,9,11,10,10,10,8,,,,,,,,,,
224,8,8,8,8,8,8,8,8,8,8,9,8,,,,,,,,,,
268,8,9,9,8,10,8,10,10,10,10,9,8,,,,,,,,,,
448,8,9,8,10,9,9,9,10,10,9,9,8,,,,,,,,,,
455,8,9,8,10,10,10,9,10,10,9,10,8,,,,,,,,,,
509,9,8,10,8,9,8,9,10,11,9,10,8,,,,,,,,,,
603,10,8,9,9,8,10,9,8,9,9,8,8,,,,,,,,,,
900,10,10,9,9,10,9,10,8,8,10,9,8,,,,,,,,,,
441,12,11,9,12,8,9,9,12,12,9,12,8,,,,,,,,,,
108,15,19,9,8,9,9,9,9,9,9,18,8,,,,,,,,,,
308,18,9,9,9,9,9,9,10,9,8,9,8,,,,,,,,,,
43,1,11,10,11,10,11,10,9,10,11,11,9,,,,,,,,,,
272,1,9,9,9,9,10,10,10,10,9,9,9,,,,,,,,,,
428,1,9,9,10,12,10,12,9,9,9,11,9,,,,,,,,,,
442,1,9,10,10,9,10,9,10,10,10,10,9,,,,,,,,,,
677,1,11,10,12,10,12,11,9,12,10,11,9,,,,,,,,,,
99,2,15,16,10,10,10,10,9,11,15,15,9,,,,,,,,,,
198,2,10,9,10,9,10,9,11,10,10,10,9,,,,,,,,,,
644,2,10,10,9,11,10,9,11,10,9,11,9,,,,,,,,,,
687,2,10,10,10,10,10,11,11,10,9,9,9,,,,,,,,,,
785,2,9,10,10,10,10,10,10,10,10,11,9,,,,,,,,,,
360,3,9,9,10,10,10,10,9,9,10,10,9,,,,,,,,,,
780,3,10,13,9,13,11,11,14,12,10,14,9,,,,,,,,,,
839,3,9,10,10,10,10,10,11,10,10,10,9,,,,,,,,,,
1005,3,9,10,10,10,9,10,9,9,10,9,9,,,,,,,,,,
138,4,11,10,12,11,9,12,12,11,11,13,9,,,,,,,,,,
184,4,10,10,10,10,11,10,10,9,11,11,9,,,,,,,,,,
201,4,9,9,10,9,10,10,10,9,9,10,9,,,,,,,,,,
371,4,16,16,16,16,9,9,9,10,9,10,9,,,,,,,,,,
539,4,10,9,10,9,10,10,9,9,11,9,9,,,,,,,,,,
183,5,10,9,10,10,10,9,9,10,9,10,9,,,,,,,,,,
592,5,9,9,10,9,10,10,9,9,9,9,9,,,,,,,,,,
322,6,10,10,11,11,9,10,9,9,10,10,9,,,,,,,,,,
23,7,10,9,10,10,10,9,10,10,10,9,9,,,,,,,,,,
556,7,11,10,13,12,12,11,10,9,12,11,9,,,,,,,,,,
648,7,9,12,11,12,11,12,12,13,12,9,9,,,,,,,,,,
846,7,11,12,10,12,9,10,11,12,12,12,9,,,,,,,,,,
311,8,9,9,10,10,18,10,18,10,10,11,9,,,,,,,,,,
875,8,9,10,9,9,9,10,10,10,10,9,9,,,,,,,,,,
417,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,
289,11,10,11,9,11,10,10,12,11,10,11,9,,,,,,,,,,
188,14,10,10,10,11,10,10,10,11,10,9,9,,,,,,,,,,
734,32,10,9,10,9,9,9,9,10,9,10,9,,,,,,,,,,
27,1,10,12,11,11,13,12,12,11,12,11,10,,,,,,,,,,
721,1,11,11,10,11,12,11,12,12,12,12,10,,,,,,,,,,
193,2,12,12,11,12,11,11,10,12,11,13,10,,,,,,,,,,
284,2,11,12,12,13,12,13,11,11,12,10,10,,,,,,,,,,
405,2,10,11,11,12,10,11,11,12,11,12,10,,,,,,,,,,
695,2,13,14,12,13,14,12,10,13,15,13,10,,,,,,,,,,
869,2,11,11,11,12,12,12,12,11,12,10,10,,,,,,,,,,
920,2,11,11,12,12,12,12,10,11,11,11,10,,,,,,,,,,
22,3,11,11,13,10,13,12,11,10,14,11,10,,,,,,,,,,
135,3,12,11,11,10,11,11,11,10,12,10,10,,,,,,,,,,
186,3,11,11,11,11,11,11,11,11,10,10,10,,,,,,,,,,
500,3,11,11,10,10,13,13,11,11,13,13,10,,,,,,,,,,
566,3,11,11,10,11,10,11,11,11,10,11,10,,,,,,,,,,
589,3,11,13,13,13,13,13,13,13,13,10,10,,,,,,,,,,
620,3,10,11,10,11,11,11,11,10,11,12,10,,,,,,,,,,
590,4,10,10,10,10,10,10,10,11,11,10,10,,,,,,,,,,
691,4,11,10,12,11,12,11,12,11,10,11,10,,,,,,,,,,
229,5,10,10,11,11,11,10,11,10,11,11,10,,,,,,,,,,
253,5,11,10,11,11,10,10,11,10,11,10,10,,,,,,,,,,
394,5,11,11,11,11,11,11,11,10,11,10,10,,,,,,,,,,
429,6,12,10,13,11,12,13,10,13,12,12,10,,,,,,,,,,
927,6,11,11,11,12,11,10,12,10,12,12,10,,,,,,,,,,
270,7,10,11,10,11,11,11,12,11,12,11,10,,,,,,,,,,
790,7,11,10,11,10,10,11,10,11,12,11,10,,,,,,,,,,
49,8,11,10,11,12,10,11,12,12,11,12,10,,,,,,,,,,
222,8,11,11,11,10,12,10,12,12,11,12,10,,,,,,,,,,
606,8,11,12,12,13,12,10,10,12,11,13,10,,,,,,,,,,
71,9,14,11,12,14,15,11,12,13,15,10,10,,,,,,,,,,
391,9,16,12,12,12,10,11,11,12,12,15,10,,,,,,,,,,
784,9,12,12,11,11,11,13,12,11,11,10,10,,,,,,,,,,
102,10,11,12,11,11,12,12,11,12,12,10,10,,,,,,,,,,
104,10,11,12,11,11,10,10,12,12,12,11,10,,,,,,,,,,
109,10,10,11,11,11,11,12,11,12,12,10,10,,,,,,,,,,
237,10,11,10,12,12,12,12,12,12,15,12,10,,,,,,,,,,
424,10,10,11,11,11,11,12,11,11,11,11,10,,,,,,,,,,
555,10,12,11,11,10,12,12,11,11,11,11,10,,,,,,,,,,
195,11,12,12,22,22,22,11,21,10,22,11,10,,,,,,,,,,
372,11,10,11,10,11,11,12,11,11,11,12,10,,,,,,,,,,
840,11,12,13,12,11,12,11,13,11,10,12,10,,,,,,,,,,
984,11,11,14,14,14,13,13,10,12,12,14,10,,,,,,,,,,
431,12,10,11,11,12,11,10,11,12,11,12,10,,,,,,,,,,
996,12,19,20,19,20,19,10,20,11,21,21,10,,,,,,,,,,
794,15,10,10,16,10,11,11,10,10,11,10,10,,,,,,,,,,
5,1,14,15,15,11,14,11,15,14,13,12,11,,,,,,,,,,
69,1,12,12,13,12,12,11,13,12,12,12,11,,,,,,,,,,
348,1,12,11,13,12,13,12,13,11,13,12,11,,,,,,,,,,
444,1,12,11,12,13,11,13,13,13,12,13,11,,,,,,,,,,
565,1,11,11,12,12,12,11,11,12,11,11,11,,,,,,,,,,
641,1,11,11,11,11,11,11,12,12,11,11,11,,,,,,,,,,
686,1,12,11,12,12,11,12,11,11,11,12,11,,,,,,,,,,
921,1,11,12,12,12,13,12,12,12,12,12,11,,,,,,,,,,
961,1,11,12,21,12,12,12,21,21,12,12,11,,,,,,,,,,
