386,1,2,1,3,2,1,3,2,2,1,0,0,,,,,,,,,,
387,1,2,1,3,2,1,3,2,2,1,0,0,,,,,,,,,,
388,1,2,1,3,2,1,3,2,2,1,0,0,,,,,,,,,,
389,1,2,1,3,2,1,3,2,2,1,0,0,,,,,,,,,,
390,1,2,1,3,2,1,3,2,2,1,0,0,,,,,,,,,,
391,1,4,2,0,1,2,2,2,1,1,4,0,,,,,,,,,,
392,1,2,2,1,1,2,1,3,0,2,3,0,,,,,,,,,,
393,1,4,0,2,2,2,1,2,2,1,4,0,,,,,,,,,,
394,1,4,0,2,2,2,1,2,2,1,4,0,,,,,,,,,,
407,1,1,3,4,1,1,1,1,1,0,4,0,,,,,,,,,,
415,1,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
416,1,6,6,0,2,2,1,2,2,5,6,0,,,,,,,,,,
417,1,6,6,1,5,0,1,2,2,1,2,0,,,,,,,,,,
418,1,1,2,3,1,1,1,1,1,0,3,0,,,,,,,,,,
419,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
420,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
423,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
426,1,0,1,1,2,1,2,1,2,2,3,0,,,,,,,,,,
429,1,1,0,0,2,1,2,1,1,1,2,0,,,,,,,,,,
430,1,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
433,1,3,5,3,1,4,1,4,2,0,4,0,,,,,,,,,,
435,1,2,0,2,2,2,2,2,2,2,2,0,,,,,,,,,,
436,1,0,1,6,2,7,1,1,1,2,6,0,,,,,,,,,,
438,1,0,1,1,1,2,0,2,1,1,1,0,,,,,,,,,,
439,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
440,1,1,1,1,1,2,2,1,2,0,1,0,,,,,,,,,,
441,1,3,0,4,4,1,1,1,1,4,2,0,,,,,,,,,,
442,1,1,4,0,1,3,1,4,1,2,5,0,,,,,,,,,,
443,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
444,1,1,2,3,1,1,1,1,1,0,3,0,,,,,,,,,,
445,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
447,1,0,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,
448,1,0,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,
449,1,0,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,
450,1,2,1,1,0,1,2,1,2,1,1,0,,,,,,,,,,
451,1,2,3,1,1,0,1,0,1,1,2,0,,,,,,,,,,
453,1,2,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,
454,1,1,2,2,2,1,2,0,1,1,1,0,,,,,,,,,,
455,1,1,0,0,2,1,2,1,1,1,2,0,,,,,,,,,,
456,1,3,2,2,2,2,1,1,0,2,1,0,,,,,,,,,,
457,1,2,1,1,0,1,2,1,2,1,1,0,,,,,,,,,,
458,1,0,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,
459,1,0,1,1,2,4,3,1,2,3,3,0,,,,,,,,,,
460,1,0,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,
461,1,0,1,2,3,1,2,1,1,2,2,0,,,,,,,,,,
462,1,2,2,0,3,1,2,3,3,4,3,0,,,,,,,,,,
463,1,1,2,3,2,0,2,3,1,1,4,0,,,,,,,,,,
464,1,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
466,1,1,1,2,1,1,1,1,1,0,2,0,,,,,,,,,,
469,1,1,5,0,2,1,2,2,1,2,2,0,,,,,,,,,,
470,1,1,5,0,2,1,2,2,1,2,2,0,,,,,,,,,,
471,1,1,5,0,2,1,2,2,1,2,2,0,,,,,,,,,,
482,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
484,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
486,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
487,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
488,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
489,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
490,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
491,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
492,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
493,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
495,1,7,7,7,7,2,1,1,1,0,2,0,,,,,,,,,,
496,1,7,7,7,1,1,2,2,1,7,0,0,,,,,,,,,,
497,1,2,1,2,1,1,0,2,1,2,3,0,,,,,,,,,,
498,1,2,1,2,1,1,0,2,1,2,3,0,,,,,,,,,,
499,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
500,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
501,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
502,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
503,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
504,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
505,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
506,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
507,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
508,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
509,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
510,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
511,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
512,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
513,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
514,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
515,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
516,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
517,1,0,1,1,2,1,2,2,1,1,1,0,,,,,,,,,,
518,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
519,1,0,1,1,2,1,1,1,2,2,2,0,,,,,,,,,,
520,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
521,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
522,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
523,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
524,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
525,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
535,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
536,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
537,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
538,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
539,1,0,1,1,1,2,2,1,1,2,3,0,,,,,,,,,,
540,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
541,1,0,1,2,1,2,1,1,2,1,2,0,,,,,,,,,,
543,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
544,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
552,1,0,1,2,1,1,2,1,2,2,1,0,,,,,,,,,,
553,1,1,0,1,1,2,2,1,2,1,1,0,,,,,,,,,,
554,1,0,1,2,2,2,1,1,2,1,1,0,,,,,,,,,,
555,1,0,1,1,2,2,1,2,1,1,1,0,,,,,,,,,,
556,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
557,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
558,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
559,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
561,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
563,1,2,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
564,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
568,1,3,3,1,2,1,5,0,3,4,3,0,,,,,,,,,,
628,1,0,1,1,1,1,1,1,2,0,1,0,,,,,,,,,,
651,1,1,0,2,1,2,2,1,1,2,3,0,,,,,,,,,,
710,1,2,8,1,7,8,7,0,3,7,3,0,,,,,,,,,,
711,1,2,8,1,7,8,7,0,3,7,3,0,,,,,,,,,,
712,1,2,8,1,7,8,7,0,3,7,3,0,,,,,,,,,,
715,1,2,1,1,3,4,3,0,4,3,2,0,,,,,,,,,,
717,1,0,1,1,2,1,0,2,1,2,1,0,,,,,,,,,,
718,1,0,1,1,1,1,1,1,1,2,1,0,,,,,,,,,,
730,1,4,2,2,4,0,1,4,3,4,2,0,,,,,,,,,,
744,1,1,1,0,1,2,2,2,2,1,1,0,,,,,,,,,,
748,1,2,0,1,3,4,3,3,2,3,1,0,,,,,,,,,,
790,1,5,5,1,2,2,2,0,4,6,0,0,,,,,,,,,,
791,1,1,4,4,0,1,1,3,1,1,3,0,,,,,,,,,,
792,1,1,2,6,2,4,5,0,3,4,5,0,,,,,,,,,,
793,1,0,1,3,5,2,1,4,4,4,1,0,,,,,,,,,,
795,1,1,3,2,0,2,4,1,3,2,1,0,,,,,,,,,,
796,1,1,2,1,0,2,3,3,2,2,2,0,,,,,,,,,,
797,1,1,2,2,1,0,3,2,2,2,3,0,,,,,,,,,,
798,1,2,2,2,1,3,3,3,1,0,2,0,,,,,,,,,,
799,1,1,0,2,4,2,2,2,2,2,2,0,,,,,,,,,,
800,1,1,1,3,1,6,0,2,5,7,6,0,,,,,,,,,,
801,1,1,1,3,1,6,0,2,5,7,6,0,,,,,,,,,,
802,1,1,1,3,1,6,0,2,5,7,7,0,,,,,,,,,,
803,1,1,1,3,1,6,0,2,5,7,6,0,,,,,,,,,,
804,1,1,3,2,0,2,4,1,3,2,1,0,,,,,,,,,,
805,1,1,3,2,0,2,4,1,3,2,1,0,,,,,,,,,,
806,1,1,3,2,0,2,4,1,3,2,1,0,,,,,,,,,,
815,1,1,1,0,3,2,2,3,2,2,2,0,,,,,,,,,,
836,1,1,2,3,0,4,1,2,3,2,1,0,,,,,,,,,,
837,1,1,2,3,0,4,1,2,3,2,1,0,,,,,,,,,,
840,1,1,3,4,0,1,2,2,1,4,2,0,,,,,,,,,,
841,1,1,0,3,2,2,2,2,1,4,1,0,,,,,,,,,,
842,1,1,3,0,2,3,4,1,2,2,4,0,,,,,,,,,,
843,1,1,0,4,2,3,2,3,2,1,1,0,,,,,,,,,,
844,1,1,0,3,2,2,1,2,1,2,4,0,,,,,,,,,,
850,1,2,1,2,0,1,2,1,3,1,1,0,,,,,,,,,,
864,1,1,0,1,1,1,1,1,1,1,1,0,,,,,,,,,,
874,1,0,5,1,6,6,5,6,1,1,6,0,,,,,,,,,,
875,1,0,5,1,6,6,5,6,1,1,6,0,,,,,,,,,,
878,1,1,0,1,1,1,1,2,1,1,2,0,,,,,,,,,,
897,1,5,5,1,1,2,1,1,1,0,1,0,,,,,,,,,,
917,1,2,1,1,1,0,2,1,1,1,2,0,,,,,,,,,,
920,1,2,1,1,1,0,2,1,1,1,2,0,,,,,,,,,,
924,1,2,1,1,1,0,2,1,1,1,2,0,,,,,,,,,,
926,1,2,1,1,1,0,2,1,1,1,2,0,,,,,,,,,,
928,1,1,0,1,2,1,2,1,2,1,1,0,,,,,,,,,,
929,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
938,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
940,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
942,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
944,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
946,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
948,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
950,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
952,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
961,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
962,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
963,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
971,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
972,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
973,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
974,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
977,1,1,3,3,3,3,3,3,3,0,2,0,,,,,,,,,,
986,1,3,1,0,4,4,2,2,4,4,2,0,,,,,,,,,,
987,1,2,3,0,2,2,3,2,1,2,4,0,,,,,,,,,,
988,1,1,3,0,2,2,4,4,2,2,4,0,,,,,,,,,,
989,1,2,3,0,2,2,3,2,1,2,4,0,,,,,,,,,,
991,1,2,3,0,2,2,3,2,1,2,4,0,,,,,,,,,,
1102,1,4,1,1,1,4,4,3,0,1,4,0,,,,,,,,,,
1103,1,4,2,1,4,4,4,4,3,0,4,0,,,,,,,,,,
1104,1,1,4,4,2,1,3,0,4,4,1,0,,,,,,,,,,
1105,1,4,1,1,1,4,4,3,0,1,4,0,,,,,,,,,,
1106,1,1,1,4,4,1,3,4,4,0,1,0,,,,,,,,,,
1107,1,4,4,1,4,1,3,4,0,4,4,0,,,,,,,,,,
1108,1,4,1,1,1,4,4,3,0,1,4,0,,,,,,,,,,
1109,1,4,1,4,1,4,4,0,4,3,4,0,,,,,,,,,,
1110,1,1,4,1,1,4,4,3,0,4,1,0,,,,,,,,,,
1111,1,4,4,1,2,1,3,0,1,4,4,0,,,,,,,,,,
1112,1,4,1,1,4,3,4,1,0,1,4,0,,,,,,,,,,
1122,1,1,4,1,1,4,4,3,0,4,1,0,,,,,,,,,,
1123,1,1,2,1,0,1,1,1,1,1,1,0,,,,,,,,,,
1124,1,4,2,4,1,4,4,3,4,0,4,0,,,,,,,,,,
1125,1,1,2,1,0,1,1,1,1,1,2,0,,,,,,,,,,
1126,1,1,2,1,0,1,1,1,1,1,2,0,,,,,,,,,,
1127,1,1,2,1,0,1,1,1,1,1,2,0,,,,,,,,,,
1128,1,4,1,1,1,4,4,3,0,1,4,0,,,,,,,,,,
1129,1,4,4,1,4,1,3,4,0,4,4,0,,,,,,,,,,
1130,1,4,1,1,1,4,4,3,0,1,4,0,,,,,,,,,,
1157,1,2,1,3,1,0,2,1,3,2,2,0,,,,,,,,,,
1158,1,2,1,3,1,0,2,1,3,2,2,0,,,,,,,,,,
1159,1,2,1,3,1,0,2,1,3,2,2,0,,,,,,,,,,
1161,1,1,2,2,3,2,2,0,2,2,3,0,,,,,,,,,,
1162,1,1,2,2,0,2,3,1,2,1,3,0,,,,,,,,,,
1182,1,0,2,2,1,1,3,4,3,1,3,0,,,,,,,,,,
1183,1,0,2,2,1,1,3,4,3,1,3,0,,,,,,,,,,
1184,1,1,1,2,1,2,0,1,1,2,1,0,,,,,,,,,,
1190,1,1,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1192,1,1,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1194,1,1,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1196,1,2,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1197,1,2,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1232,1,3,1,2,2,3,1,1,0,2,2,0,,,,,,,,,,
1233,1,3,1,2,2,3,1,1,0,2,2,0,,,,,,,,,,
1276,1,1,8,0,2,9,2,7,1,8,1,0,,,,,,,,,,
1281,1,1,0,1,1,1,2,2,2,2,2,0,,,,,,,,,,
1289,1,1,1,1,1,2,0,1,1,1,1,0,,,,,,,,,,
1290,1,1,1,2,1,1,0,1,1,1,2,0,,,,,,,,,,
1291,1,1,1,0,5,1,1,5,1,6,6,0,,,,,,,,,,
1292,1,0,3,1,4,4,1,2,1,1,1,0,,,,,,,,,,
1293,1,5,6,2,2,2,0,4,1,5,6,0,,,,,,,,,,
1294,1,5,1,4,5,5,0,5,1,5,5,0,,,,,,,,,,
1296,1,5,1,0,5,5,6,5,1,1,1,0,,,,,,,,,,
1297,1,2,1,3,1,3,2,3,0,3,1,0,,,,,,,,,,
1298,1,6,4,2,0,6,1,2,5,7,1,0,,,,,,,,,,
1299,1,1,6,0,1,5,1,5,6,5,5,0,,,,,,,,,,
1308,1,0,1,2,1,4,2,3,4,1,2,0,,,,,,,,,,
1313,1,2,2,2,2,1,0,2,1,2,1,0,,,,,,,,,,
1329,1,1,4,2,2,2,1,5,2,2,0,0,,,,,,,,,,
1330,1,1,0,1,2,4,2,2,2,1,2,0,,,,,,,,,,
1331,1,1,0,1,2,4,2,2,2,1,2,0,,,,,,,,,,
1333,1,1,2,3,0,2,2,3,2,1,3,0,,,,,,,,,,
1342,1,3,2,3,1,0,3,3,2,1,3,0,,,,,,,,,,
1344,1,3,2,3,1,0,3,3,2,1,3,0,,,,,,,,,,
1345,1,3,2,3,1,0,3,3,2,1,3,0,,,,,,,,,,
1346,1,3,2,3,1,0,3,3,2,1,3,0,,,,,,,,,,
1348,1,1,2,10,9,10,10,10,10,1,0,0,,,,,,,,,,
1353,1,1,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1362,1,1,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1369,1,1,2,1,1,1,1,1,1,0,1,0,,,,,,,,,,
1373,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
1374,1,0,1,1,1,1,2,4,1,2,1,0,,,,,,,,,,
1377,1,0,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,
1438,1,2,5,5,4,4,0,2,1,2,6,0,,,,,,,,,,
1442,1,2,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1445,1,1,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1446,1,0,1,1,1,0,1,1,1,1,2,0,,,,,,,,,,
1501,1,1,1,2,2,2,2,2,2,1,0,0,,,,,,,,,,
1512,1,2,1,2,2,1,3,2,0,1,1,0,,,,,,,,,,
1523,1,1,2,2,2,3,2,3,3,0,1,0,,,,,,,,,,
1527,1,0,3,3,1,1,4,1,2,4,4,0,,,,,,,,,,
1533,1,3,4,2,0,1,2,2,2,2,3,0,,,,,,,,,,
1538,1,4,0,4,1,4,1,4,1,1,2,0,,,,,,,,,,
1583,1,1,2,2,0,1,1,1,2,2,2,0,,,,,,,,,,
1584,1,1,2,2,0,1,1,1,2,2,2,0,,,,,,,,,,
1598,1,2,4,3,2,2,2,2,0,1,5,0,,,,,,,,,,
1609,1,1,2,2,2,2,2,2,0,2,2,0,,,,,,,,,,
1611,1,6,6,1,5,0,5,6,5,2,2,0,,,,,,,,,,
1612,1,6,5,1,2,2,0,6,2,3,1,0,,,,,,,,,,
1613,1,6,6,1,5,0,5,6,5,2,2,0,,,,,,,,,,
1614,1,6,6,1,5,0,5,6,5,2,2,0,,,,,,,,,,
1615,1,5,7,1,2,0,7,2,6,1,6,0,,,,,,,,,,
1616,1,6,6,1,5,0,5,6,5,2,2,0,,,,,,,,,,
1619,1,1,6,6,0,2,6,2,2,1,1,0,,,,,,,,,,
1621,1,3,1,5,0,4,2,1,2,4,5,0,,,,,,,,,,
1626,1,1,5,0,2,2,1,5,4,6,6,0,,,,,,,,,,
1627,1,6,6,1,5,0,5,6,5,2,2,0,,,,,,,,,,
1628,1,1,5,0,2,2,1,5,4,6,6,0,,,,,,,,,,
1632,1,3,1,5,0,4,2,1,2,4,5,0,,,,,,,,,,
1640,1,2,3,3,4,4,4,4,1,0,1,0,,,,,,,,,,
1643,1,1,0,2,1,2,1,2,1,3,2,0,,,,,,,,,,
1645,1,0,1,1,1,1,1,1,2,2,1,0,,,,,,,,,,
1681,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
1682,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
1686,1,2,0,3,2,2,2,2,4,1,5,0,,,,,,,,,,
1701,1,5,4,1,1,1,1,1,1,1,0,0,,,,,,,,,,
1771,1,2,1,0,2,2,2,2,1,1,2,0,,,,,,,,,,
1776,1,1,6,5,6,1,5,2,6,0,2,0,,,,,,,,,,
1778,1,2,2,2,2,1,0,2,2,2,2,0,,,,,,,,,,
1780,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
1781,1,1,3,1,2,0,2,1,3,0,4,0,,,,,,,,,,
1793,1,2,2,2,1,1,1,1,0,3,2,0,,,,,,,,,,
1798,1,1,2,1,0,2,2,1,1,2,2,0,,,,,,,,,,
1800,1,1,2,2,2,1,1,0,2,2,2,0,,,,,,,,,,
1805,1,0,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,
1823,1,0,1,1,1,3,1,1,3,1,1,0,,,,,,,,,,
1825,1,1,3,1,1,1,1,1,2,0,3,0,,,,,,,,,,
1826,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
1827,1,2,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,
1837,1,1,0,1,2,1,1,2,2,1,2,0,,,,,,,,,,
1839,1,3,2,1,2,0,1,3,2,1,2,0,,,,,,,,,,
1865,1,1,2,2,0,2,2,2,2,2,2,0,,,,,,,,,,
1881,1,1,0,2,2,2,1,2,1,1,2,0,,,,,,,,,,
1882,1,1,2,0,2,2,1,2,2,2,2,0,,,,,,,,,,
1883,1,1,2,2,0,2,2,2,2,2,1,0,,,,,,,,,,
1884,1,1,2,2,2,0,2,1,1,1,2,0,,,,,,,,,,
1888,1,1,0,3,2,1,1,4,2,4,4,0,,,,,,,,,,
1894,1,4,0,2,2,2,2,2,2,1,3,0,,,,,,,,,,
1895,1,4,0,2,2,2,2,2,2,1,3,0,,,,,,,,,,
1896,1,4,0,2,2,2,2,2,2,1,3,0,,,,,,,,,,
1897,1,1,1,2,2,0,2,2,1,1,1,0,,,,,,,,,,
1988,1,4,1,3,0,1,2,2,1,3,3,0,,,,,,,,,,
1989,1,1,1,0,3,1,2,2,3,3,4,0,,,,,,,,,,
1993,1,3,1,0,2,2,3,2,2,4,3,0,,,,,,,,,,
1994,1,3,1,0,2,2,3,2,2,4,3,0,,,,,,,,,,
1995,1,3,1,0,2,2,3,2,2,4,3,0,,,,,,,,,,
1998,1,1,0,1,1,1,1,1,3,2,3,0,,,,,,,,,,
1999,1,1,1,3,1,1,1,1,0,2,3,0,,,,,,,,,,
2004,1,0,1,1,1,1,0,2,1,1,2,0,,,,,,,,,,
2005,1,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,
2007,1,0,1,1,1,1,0,2,1,1,2,0,,,,,,,,,,
2012,1,2,1,1,2,3,3,2,3,0,2,0,,,,,,,,,,
2013,1,2,1,2,1,3,1,3,0,1,4,0,,,,,,,,,,
2014,1,2,1,2,1,3,1,3,0,1,4,0,,,,,,,,,,
2016,1,2,1,1,2,3,3,2,3,0,2,0,,,,,,,,,,
2017,1,2,1,2,1,3,1,3,0,1,4,0,,,,,,,,,,
2019,1,2,1,1,2,3,3,2,3,0,2,0,,,,,,,,,,
2021,1,3,0,1,1,1,2,2,3,2,1,0,,,,,,,,,,
2026,1,2,0,2,2,2,3,2,1,2,4,0,,,,,,,,,,
2048,1,1,2,2,2,1,2,0,2,2,1,0,,,,,,,,,,
2059,1,2,2,4,3,0,2,1,3,3,2,0,,,,,,,,,,
2064,1,3,1,2,4,0,1,2,1,2,2,0,,,,,,,,,,
2069,1,1,2,1,2,1,2,2,0,1,3,0,,,,,,,,,,
2077,1,2,1,2,2,1,1,3,2,1,0,0,,,,,,,,,,
2088,1,2,1,1,2,1,1,0,3,2,2,0,,,,,,,,,,
