214,1,1,2,2,2,2,2,2,2,0,2,0
249,1,1,1,1,0,1,1,1,1,1,1,0
257,1,1,2,4,2,1,2,0,2,2,2,0
258,1,1,2,4,2,1,2,0,2,2,2,0
259,1,1,2,4,2,1,2,0,2,2,2,0
277,1,0,1,1,1,1,1,1,1,1,1,0
278,1,0,1,2,2,2,2,1,2,2,2,0
282,1,1,2,2,2,1,0,2,2,2,2,0
292,1,0,1,2,1,1,1,1,1,1,1,0
317,1,0,1,1,1,1,1,1,1,1,1,0
318,1,0,2,1,2,2,2,1,2,1,1,0
319,1,0,2,1,2,2,2,1,2,1,1,0
326,1,1,3,1,0,3,2,2,1,3,1,0
327,1,1,1,2,0,1,1,1,1,1,1,0
330,1,1,0,2,2,2,2,3,2,2,3,0
331,1,4,2,1,0,4,4,4,5,2,9,0
332,1,1,3,1,0,3,2,2,1,3,1,0
333,1,1,0,2,2,2,2,3,2,2,3,0
334,1,4,2,1,0,4,4,4,5,2,9,0
570,1,1,2,2,3,2,2,0,2,2,2,0
775,1,0,2,2,2,1,1,1,2,1,2,0
776,1,0,2,2,2,1,1,1,2,1,2,0
793,1,4,4,1,3,0,3,6,4,4,3,0
797,1,2,1,3,0,3,2,3,2,2,5,0
798,1,2,1,4,3,0,4,4,4,4,5,0
799,1,2,3,1,3,3,3,3,0,3,3,0
855,1,1,3,1,1,2,3,1,1,1,0,0
864,1,1,4,2,1,2,0,1,4,3,2,0
867,1,1,1,1,1,2,1,1,4,0,6,0
868,1,1,1,1,1,2,1,1,4,0,6,0
869,1,1,2,2,1,2,0,1,1,2,2,0
916,1,1,2,0,2,2,2,3,2,1,3,0
919,1,1,2,0,2,2,2,3,2,1,3,0
928,1,0,2,1,1,1,1,1,1,1,1,0
929,1,0,1,1,1,1,1,2,4,1,1,0
933,1,1,0,3,2,2,5,4,4,4,6,0
937,1,3,4,1,0,4,4,4,1,1,1,0
940,1,3,4,1,4,1,4,4,9,0,1,0
945,1,1,0,3,2,2,5,4,4,4,6,0
948,1,1,3,1,4,2,0,4,4,4,2,0
951,1,3,4,1,0,4,4,4,1,1,1,0
956,1,1,0,3,2,2,5,4,4,4,6,0
960,1,3,4,1,0,4,4,4,1,1,1,0
962,1,0,1,1,1,1,1,2,4,1,1,0
963,1,0,1,1,1,1,1,2,4,1,1,0
967,1,1,0,3,2,2,5,4,4,4,11,0
970,1,3,4,1,0,4,4,4,1,1,1,0
973,1,0,1,1,1,1,1,2,4,1,1,0
974,1,0,1,1,1,1,1,2,4,1,1,0
977,1,0,2,1,6,3,1,3,3,3,3,0
1291,1,0,1,5,1,5,1,4,1,1,4,0
1292,1,0,1,1,1,1,1,1,1,1,1,0
1293,1,0,3,4,1,1,1,1,5,4,1,0
1294,1,0,1,3,1,1,1,1,1,4,4,0
1296,1,0,1,1,1,2,1,1,1,1,1,0
1297,1,0,1,4,3,1,1,1,1,1,2,0
1298,1,0,2,1,6,2,3,2,3,3,3,0
1769,1,0,2,1,2,2,2,1,4,2,2,0
1771,1,2,1,2,2,2,2,2,0,2,2,0
1780,1,0,4,3,2,2,2,2,4,1,3,0
1803,1,0,1,1,1,1,1,1,1,1,1,0
1807,1,0,1,1,1,1,1,1,2,2,2,0
1823,1,0,1,1,1,1,1,1,1,1,1,0
1825,1,0,1,1,1,1,1,1,1,1,3,0
2064,1,0,1,1,2,1,2,1,3,2,2,0
2066,1,1,0,6,8,1,3,2,6,5,3,0
2372,1,2,1,0,2,1,1,1,3,3,1,0
2426,1,0,1,1,1,1,1,1,1,1,3,0
2427,1,0,1,1,1,1,1,1,1,1,1,0
2693,1,2,1,1,2,1,0,1,2,1,3,0
2695,1,2,1,1,2,1,0,1,2,1,3,0
2696,1,2,1,1,2,1,0,1,2,1,3,0
2697,1,2,1,1,2,1,0,1,2,1,3,0
