1,1
2,1
4111,1
91,4
101,1
102,1
4198,3
4200,3
4201,3
106,1
4202,3
4209,3
118,1
4218,3
4219,3
4220,3
133,1
4230,3
134,5
135,5
4233,1
136,5
137,5
144,2
147,1
150,1
4247,1
4248,1
4249,1
4253,1
4254,1
4255,1
4256,1
4257,1
4260,1
165,1
167,1
168,1
4263,1
170,1
4264,1
4267,1
4268,1
4273,1
4277,1
4280,1
4281,1
239,1
240,1
241,1
243,1
244,1
245,1
4386,1
291,1
4388,1
294,1
295,1
305,1
306,1
309,1
312,1
314,2
316,1
324,2
328,1
372,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
407,1
415,1
416,1
417,1
418,1
419,1
420,1
423,1
426,1
429,1
430,1
433,1
435,1
436,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
447,1
448,1
449,1
450,1
451,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
4561,1
466,1
4563,1
4564,1
469,1
470,1
471,1
4566,1
4570,1
4573,1
4574,1
4575,1
4576,1
482,1
4579,1
484,1
4581,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
4583,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
4615,1
4620,1
4624,1
4626,1
4627,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
4637,1
543,1
544,1
4633,1
4642,1
4646,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
4650,1
561,1
4651,1
563,1
564,1
4660,1
4661,1
568,1
4665,1
4667,1
574,3
575,3
4674,1
4681,1
4682,1
4684,1
4686,1
4698,1
4699,1
4701,1
4702,1
4718,1
4720,1
628,1
4724,1
4727,1
4729,1
634,2
4732,1
4733,1
4734,1
4736,1
4737,1
651,1
4751,1
4765,1
4766,1
4767,1
676,2
4775,1
4777,1
4778,1
4779,1
4786,1
4788,1
4789,1
4791,1
4797,1
4802,1
4803,1
710,1
711,1
712,1
4806,1
4810,1
715,1
4811,1
717,1
718,1
4816,1
4817,1
4818,1
4820,1
4823,1
4824,1
4825,1
730,1
4835,1
4836,1
4839,1
744,1
748,1
761,2
4862,1
4865,1
4885,1
790,1
791,1
792,1
4889,1
795,1
796,1
4896,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
808,3
809,3
810,3
811,3
812,3
813,3
814,3
815,1
4911,1
164,2
4925,1
836,1
837,1
840,1
841,1
842,1
843,1
844,1
850,1
4954,2
4960,2
4962,2
874,1
875,1
878,1
880,2
897,1
917,1
920,1
924,1
926,1
938,1
942,1
944,1
946,1
950,1
952,1
961,1
971,1
972,1
5068,2
5069,2
5070,2
5071,2
986,1
987,1
988,1
989,1
991,1
5104,2
5105,2
5106,2
1015,2
1016,2
1020,2
1023,2
1028,2
5128,1
5132,1
1047,2
1054,2
1055,2
1056,2
5167,1
5168,1
1076,2
1077,2
1078,2
1080,2
5182,1
5183,1
5186,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,1
5197,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
5205,1
5207,1
5209,1
5210,1
5211,1
5215,1
1120,3
5217,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
5225,1
5232,1
5233,1
5237,1
5248,1
1157,1
1158,1
1159,1
5254,1
1161,1
1162,1
5255,1
5116,4
5260,1
5262,1
1182,1
1183,1
1184,1
1190,1
1192,1
1194,1
1196,1
1197,1
1198,4
1199,4
1200,4
1201,4
1202,4
1203,4
1232,1
1233,1
2004,1
1276,1
1281,1
1289,1
1290,1
2005,1
1299,1
1308,1
1313,1
5419,1
1329,1
1330,1
1331,1
1333,1
1342,1
1344,1
1345,1
1346,1
1348,1
1353,1
1361,2
1362,1
1369,1
1373,1
1374,1
1377,1
6789,2
1438,1
1442,1
1445,1
1446,1
5551,3
5552,3
1487,4
5586,1
1501,1
1512,1
1523,1
1527,1
1533,1
1538,1
1121,3
5198,1
1583,1
1584,1
5691,1
1598,1
5696,1
5697,1
5698,1
1609,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1619,1
1621,1
1626,1
1627,1
1628,1
1632,1
1640,1
1643,1
1645,1
1681,1
1682,1
1686,1
1701,1
1706,2
1707,2
1713,4
5813,1
1719,4
5817,1
5818,1
1724,4
1727,4
1728,4
1729,4
5835,8
5836,8
1749,4
5846,8
1756,2
1757,2
5853,8
5856,8
1764,2
