418,1,1,1,1
419,1,1,1,1
420,1,1,1,1
421,1,4,4,4
422,1,11,5,5
423,1,1,1,1
424,1,6,4,4
425,1,11,5,5
426,1,3,3,3
427,1,6,4,4
428,1,4,4,4
429,1,3,3,3
430,1,2,2,2
431,1,6,4,4
432,1,6,4,4
433,1,4,4,4
434,1,4,2,2
435,1,3,3,3
436,1,2,2,2
437,1,2,2,2
438,1,4,5,4
439,1,1,1,1
440,1,1,1,1
441,1,1,3,1
442,1,3,1,1
443,1,1,1,1
444,1,1,1,1
445,1,1,1,1
446,1,6,4,4
447,1,1,1,1
448,1,1,1,1
449,1,1,1,1
450,1,1,1,1
451,1,2,2,2
452,1,7,7,7
453,1,1,1,1
454,1,1,1,1
455,1,3,3,3
456,1,1,2,1
457,1,1,1,1
458,1,1,1,1
459,1,2,2,2
460,1,1,1,1
461,1,1,1,1
462,1,2,2,2
463,1,2,2,2
464,1,1,1,1
465,1,4,4,4
466,1,1,1,1
467,1,13,11,11
468,1,1,1,1
469,1,4,8,4
470,1,4,8,4
471,1,4,8,4
472,9,8,8,8
473,2,4,4,4
474,2,2,3,2
475,2,3,2,2
476,3,5,10,5
477,6,8,13,8
478,10,11,11,11
479,2,7,7,7
480,6,8,5,5
481,2,7,7,7
482,1,1,1,1
483,1,4,4,4
484,1,1,1,1
485,1,4,4,4
486,1,1,1,1
487,1,1,1,1
488,1,1,1,1
489,1,1,1,1
490,1,1,1,1
491,1,1,1,1
492,1,1,1,1
493,1,1,1,1
494,1,1,1,1
495,1,1,1,1
496,1,1,1,1
497,1,1,1,1
498,1,1,1,1
499,1,1,1,1
500,1,1,1,1
501,1,1,1,1
502,1,1,1,1
503,1,1,1,1
504,1,1,1,1
505,1,1,1,1
506,1,1,1,1
507,1,1,1,1
508,1,1,1,1
509,1,1,1,1
510,1,1,1,1
511,1,1,1,1
512,1,1,1,1
513,1,1,1,1
514,1,1,1,1
515,1,1,1,1
516,1,1,1,1
517,1,2,2,2
518,1,1,1,1
519,1,2,2,2
520,1,1,1,1
521,1,1,1,1
522,1,1,1,1
523,1,1,1,1
524,1,1,1,1
525,1,1,1,1
526,1,2,2,2
527,1,5,5,5
528,1,2,2,2
529,1,5,5,5
530,1,2,2,2
531,1,5,5,5
532,1,2,2,2
533,1,5,4,4
534,1,1,1,1
535,1,1,1,1
536,1,1,1,1
537,1,1,1,1
538,1,1,1,1
539,1,2,2,2
540,1,1,1,1
541,1,1,1,1
542,1,1,1,1
543,1,1,1,1
544,1,1,1,1
545,1,2,2,2
546,1,5,5,5
547,1,2,2,2
548,1,5,5,5
549,1,1,1,1
550,1,5,5,5
551,1,1,1,1
552,1,2,3,2
553,1,2,3,2
554,1,3,3,3
555,1,3,3,3
556,1,1,1,1
557,1,1,1,1
558,1,1,1,1
559,1,1,1,1
560,1,4,3,3
561,1,1,1,1
562,1,4,4,4
563,1,1,1,1
564,1,1,1,1
565,5,7,7,7
566,5,7,7,7
567,3,6,6,6
568,1,6,6,6
569,6,10,10,10
570,1,1,2,1
571,6,9,9,9
572,2,5,5,5
573,3,5,5,5
574,3,1,1,1
575,3,1,1,1
576,5,10,10,10
577,1,4,4,4
578,1,2,2,2
579,3,6,6,6
580,1,2,2,2
581,3,7,7,7
582,1,2,2,2
583,3,3,5,3
584,1,2,2,2
585,3,10,10,10
586,4,2,0,0
587,4,6,6,6
588,4,6,6,6
589,2,5,6,5
590,2,5,5,5
591,2,5,5,5
592,1,2,1,1
593,1,1,1,1
594,1,1,1,1
595,1,1,1,1
596,1,2,2,2
597,1,1,1,1
598,1,1,1,1
599,1,1,1,1
600,1,2,2,2
601,1,1,1,1
602,1,1,1,1
603,1,2,2,2
604,1,5,5,5
605,5,7,11,7
606,1,3,3,3
607,4,6,6,6
608,3,2,2,2
609,3,2,2,2
610,3,9,10,9
611,3,9,10,9
612,4,8,4,4
613,14,14,15,14
614,5,7,7,7
615,5,7,7,7
616,2,2,5,2
617,6,6,6,6
618,1,3,3,3
619,7,7,7,7
620,7,7,7,7
621,7,7,7,7
622,1,3,3,3
623,4,4,9,4
624,4,5,4,4
625,1,4,5,4
626,1,9,9,9
627,1,2,3,2
628,1,3,3,3
629,3,3,3,3
630,3,6,6,6
631,7,8,9,8
632,2,0,2,0
633,2,0,1,0
634,2,2,3,2
635,1,4,5,4
636,1,3,1,1
637,1,2,2,2
638,1,4,4,4
639,1,3,2,2
640,1,1,2,1
641,1,2,2,2
642,1,5,5,5
643,1,6,6,6
644,3,3,4,3
645,1,6,6,6
646,2,9,9,9
647,3,4,4,4
648,2,3,3,3
649,1,2,2,2
650,4,6,6,6
651,1,3,3,3
652,1,6,3,3
653,2,3,3,3
654,8,8,10,8
655,11,13,11,11
656,11,13,11,11
657,1,2,4,2
658,1,6,6,6
659,1,5,3,3
660,1,3,3,3
661,1,4,5,4
662,5,6,8,6
663,5,6,6,6
664,1,2,2,2
665,1,2,2,2
666,2,2,0,0
667,8,8,10,8
668,1,1,1,1
669,3,8,9,8
670,6,7,7,7
671,1,2,2,2
672,1,1,1,1
673,1,1,3,1
674,1,1,1,1
675,3,3,6,3
676,2,2,2,2
677,6,8,8,8
678,3,3,4,3
679,1,2,3,2
680,1,4,4,4
681,1,4,6,4
682,1,1,4,1
683,1,2,3,2
684,2,4,4,4
685,1,1,1,1
686,1,1,6,1
687,1,1,1,1
688,1,2,2,2
689,4,7,7,7
690,4,7,7,7
691,4,7,7,7
692,4,7,7,7
693,4,7,7,7
694,4,7,7,7
695,4,7,7,7
696,4,7,7,7
697,4,7,7,7
698,4,7,7,7
699,4,7,8,7
700,4,7,7,7
701,4,7,7,7
702,4,7,7,7
703,4,7,7,7
704,4,7,7,7
705,4,7,7,7
706,4,7,7,7
707,2,2,5,2
708,6,7,6,6
709,1,4,5,4
710,1,4,4,4
711,1,4,4,4
712,1,4,4,4
713,1,1,1,1
714,1,4,3,3
715,1,3,3,3
716,5,10,10,10
717,1,5,5,5
718,1,9,9,9
719,1,2,17,2
720,1,5,5,5
721,1,5,5,5
722,1,9,7,7
723,1,9,7,7
724,1,9,7,7
725,1,9,7,7
726,1,3,3,3
727,1,3,3,3
728,1,3,3,3
729,1,3,3,3
730,1,2,2,2
731,1,2,2,2
732,3,8,6,6
733,3,8,6,6
734,3,8,6,6
735,3,8,6,6
736,2,6,4,4
737,2,3,3,3
738,3,4,3,3
739,8,10,10,10
740,6,6,7,6
741,6,6,7,6
742,1,3,5,3
743,4,9,6,6
744,1,2,5,2
745,1,2,2,2
746,2,5,6,5
747,1,2,1,1
748,1,3,4,3
749,6,4,7,4
750,9,6,6,6
751,2,4,4,4
752,2,6,5,5
753,2,5,4,4
754,9,11,11,11
755,4,2,5,2
756,4,2,5,2
757,4,7,7,7
758,1,6,10,6
759,1,2,1,1
760,1,11,14,11
761,2,5,5,5
762,2,2,3,2
763,1,3,3,3
764,3,4,4,4
765,3,4,4,4
766,3,4,4,4
767,3,4,4,4
768,3,4,4,4
769,3,4,4,4
770,3,4,4,4
771,3,4,4,4
772,3,4,4,4
773,3,4,4,4
774,1,2,4,2
775,1,0,2,0
776,1,0,2,0
777,1,3,3,3
778,5,5,5,5
779,5,5,5,5
780,5,5,5,5
781,5,5,5,5
782,1,2,2,2
783,1,5,1,1
784,1,4,4,4
785,1,4,4,4
786,2,7,3,3
787,2,7,2,2
788,3,3,3,3
789,5,6,6,6
790,1,2,5,2
791,1,1,1,1
792,1,5,2,2
793,1,4,4,4
794,6,9,9,9
795,1,6,12,6
796,1,3,2,2
797,1,2,1,1
798,1,2,1,1
799,1,2,3,2
800,1,2,2,2
801,1,2,2,2
802,1,2,2,2
803,1,2,2,2
804,1,6,12,6
805,1,6,12,6
806,1,6,12,6
807,3,4,5,4
808,3,4,4,4
809,3,11,10,10
810,3,11,10,10
811,3,11,10,10
812,3,11,10,10
813,3,11,10,10
814,3,11,10,10
815,1,1,1,1
816,4,6,6,6
817,3,6,6,6
818,3,6,6,6
819,3,6,6,6
820,3,3,4,3
821,2,3,3,3
822,2,3,3,3
823,5,5,10,5
824,5,6,6,6
825,5,5,10,5
826,5,6,6,6
827,5,5,10,5
828,5,6,5,5
829,5,6,6,6
830,5,5,5,5
831,5,6,6,6
832,5,5,5,5
833,5,6,6,6
834,1,1,1,1
835,2,6,6,6
836,1,1,1,1
837,1,1,1,1
838,1,4,4,4
839,1,4,4,4
840,1,1,1,1
841,1,1,1,1
842,1,2,2,2
843,1,1,1,1
844,1,2,1,1
845,5,5,6,5
846,5,5,3,3
847,2,7,8,7
848,6,6,6,6
849,6,6,6,6
850,1,3,3,3
851,1,1,1,1
852,1,1,1,1
853,1,2,2,2
854,1,1,1,1
855,1,1,3,1
856,1,8,3,3
857,1,1,5,1
858,1,2,2,2
859,1,2,2,2
860,1,4,5,4
861,1,2,2,2
862,1,2,2,2
863,1,3,3,3
864,1,1,4,1
865,1,4,5,4
866,1,2,5,2
867,1,1,1,1
868,1,1,1,1
869,1,1,2,1
870,1,4,4,4
871,1,4,7,4
872,1,3,3,3
873,1,3,3,3
874,1,1,1,1
875,1,1,1,1
876,5,2,2,2
877,2,3,3,3
878,1,2,2,2
879,2,3,4,3
880,2,1,1,1
881,2,2,0,0
882,2,2,0,0
883,2,3,3,3
884,2,3,3,3
885,2,2,4,2
886,2,2,2,2
887,2,4,4,4
888,2,4,4,4
889,4,6,6,6
890,2,3,3,3
891,4,4,3,3
892,4,4,4,4
893,4,4,4,4
894,4,5,3,3
895,2,6,7,6
896,1,5,4,4
897,1,3,1,1
898,1,2,2,2
899,7,8,7,7
900,3,3,7,3
901,1,5,5,5
902,7,8,7,7
903,7,8,7,7
904,4,7,6,6
905,7,8,7,7
906,7,8,7,7
907,4,5,7,5
908,3,3,3,3
909,1,2,2,2
910,1,3,3,3
911,4,5,6,5
912,4,5,6,5
913,4,5,6,5
914,1,1,1,1
915,3,6,6,6
916,1,1,2,1
917,1,1,2,1
918,1,2,1,1
919,1,1,2,1
920,1,1,2,1
921,1,2,1,1
922,1,2,1,1
923,1,2,1,1
924,1,1,2,1
925,1,2,1,1
926,1,1,2,1
927,1,2,1,1
928,1,0,2,0
929,1,0,1,0
930,1,1,3,1
931,1,1,2,1
932,1,1,2,1
933,1,1,0,0
934,1,1,2,1
935,1,1,2,1
936,1,1,3,1
937,1,3,4,3
938,1,3,1,1
939,1,1,3,1
940,1,3,4,3
941,1,1,2,1
942,1,2,1,1
943,1,1,2,1
944,1,1,4,1
945,1,1,0,0
946,1,3,1,1
947,1,1,2,1
948,1,1,3,1
949,1,1,3,1
950,1,1,3,1
951,1,3,4,3
952,1,3,1,1
953,1,1,3,1
954,1,1,2,1
955,1,1,2,1
956,1,1,0,0
957,1,1,2,1
958,1,1,2,1
959,1,1,3,1
960,1,3,4,3
961,1,3,1,1
962,1,0,1,0
963,1,0,1,0
964,1,1,3,1
965,1,1,2,1
966,1,1,2,1
967,1,1,0,0
968,1,1,2,1
969,1,1,2,1
970,1,3,4,3
971,1,3,1,1
972,1,3,1,1
973,1,0,1,0
974,1,0,1,0
975,7,7,4,4
976,3,5,5,5
977,1,0,2,0
978,2,6,6,6
979,1,3,3,3
980,6,7,7,7
981,5,6,5,5
982,8,9,9,9
983,8,9,9,9
984,8,9,9,9
985,8,9,9,9
986,1,4,4,4
987,1,1,4,1
988,1,2,2,2
989,1,1,3,1
990,1,2,2,2
991,1,1,3,1
992,4,7,7,7
993,4,7,7,7
994,4,7,7,7
995,4,7,7,7
996,4,7,7,7
997,4,7,7,7
998,4,7,7,7
999,4,7,7,7
1000,8,9,10,9
1001,1,3,3,3
1002,1,7,7,7
1003,3,4,4,4
1004,3,13,8,8
1005,2,3,4,3
1006,3,1,1,1
1007,2,0,6,0
1008,2,0,6,0
1009,2,9,6,6
1010,2,4,3,3
1011,2,0,6,0
1012,2,9,6,6
1013,2,0,3,0
1014,2,0,1,0
1015,2,4,4,4
1016,2,5,5,5
1017,2,5,5,5
1018,2,2,0,0
1019,1,11,3,3
1020,2,2,2,2
1021,2,2,0,0
1022,2,1,6,1
1023,2,2,2,2
1024,2,2,0,0
1025,2,1,6,1
1026,2,0,1,0
1027,2,0,6,0
1028,2,4,4,4
1029,2,4,4,4
1030,2,4,4,4
1031,2,4,4,4
1032,2,4,4,4
1033,2,4,4,4
1034,2,4,4,4
1035,2,4,4,4
1036,2,4,4,4
1037,2,4,4,4
1038,2,3,3,3
1039,2,3,3,3
1040,2,6,3,3
1041,2,0,1,0
1042,2,0,1,0
1043,2,0,1,0
1044,2,1,4,1
1045,2,0,1,0
1046,2,0,4,0
1047,2,3,1,1
1048,2,0,4,0
1049,2,1,1,1
1050,2,3,4,3
1051,2,2,3,2
1052,2,4,4,4
1053,2,2,0,0
1054,2,2,2,2
1055,2,2,2,2
1056,2,4,4,4
1057,2,5,4,4
1058,2,2,2,2
1059,2,3,3,3
1060,2,3,3,3
1061,2,2,2,2
1062,2,3,3,3
1063,2,2,2,2
1064,2,2,2,2
1065,2,2,2,2
1066,2,0,1,0
1067,2,10,8,8
1068,2,2,0,0
1069,2,6,0,0
1070,2,1,0,0
1071,2,0,4,0
1072,2,0,1,0
1073,2,0,1,0
1074,2,0,4,0
1075,2,2,0,0
1076,2,2,4,2
1077,2,2,4,2
1078,2,2,2,2
1079,2,5,10,5
1080,2,5,1,1
1081,3,4,4,4
1082,3,6,6,6
1083,3,6,6,6
1084,3,3,7,3
1085,3,5,10,5
1086,3,4,6,4
1087,3,5,8,5
1088,3,4,5,4
1089,3,4,4,4
1090,3,6,4,4
1091,3,4,4,4
1092,3,4,4,4
1093,3,4,4,4
1094,3,3,1,1
1095,3,7,7,7
1096,3,3,1,1
1097,3,4,4,4
1098,3,4,6,4
1099,3,4,4,4
1100,3,3,4,3
1101,3,6,4,4
1102,1,2,6,2
1103,1,2,8,2
1104,1,6,6,6
1105,1,2,6,2
1106,1,5,8,5
1107,1,4,10,4
1108,1,2,6,2
1109,1,10,14,10
1110,1,8,8,8
1111,1,5,8,5
1112,1,9,9,9
1113,3,8,7,7
1114,3,2,1,1
1115,3,1,2,1
1116,3,8,7,7
1117,3,5,5,5
1118,3,9,10,9
1119,3,6,7,6
1120,3,4,3,3
1121,3,3,4,3
1122,1,2,6,2
1123,1,2,2,2
1124,1,7,10,7
1125,1,2,2,2
1126,1,2,2,2
1127,1,2,2,2
1128,1,9,8,8
1129,1,4,10,4
1130,1,2,6,2
1131,1,1,1,1
1132,2,3,4,3
1133,1,1,1,1
1134,2,7,5,5
1135,1,4,4,4
1136,1,2,2,2
1137,1,4,4,4
1138,1,2,2,2
1139,1,4,4,4
1140,1,2,2,2
1141,1,4,4,4
1142,1,4,4,4
1143,1,4,4,4
1144,1,4,4,4
1145,1,4,4,4
1146,1,2,2,2
1147,6,3,6,3
1148,6,3,6,3
1149,1,4,4,4
1150,2,6,6,6
1151,2,3,3,3
1152,1,1,2,1
1153,1,2,1,1
1154,1,1,3,1
1155,1,6,6,6
1156,1,1,1,1
1157,1,2,2,2
1158,1,2,2,2
1159,1,2,2,2
1160,1,6,7,6
1161,1,1,4,1
1162,1,1,10,1
1163,2,7,7,7
1164,1,3,3,3
1165,1,3,2,2
1166,1,3,5,3
1167,1,2,2,2
1168,2,3,3,3
1169,1,3,3,3
1170,1,3,3,3
1171,1,3,4,3
1172,1,1,2,1
1173,1,1,2,1
1174,1,1,2,1
1175,1,2,2,2
1176,1,4,3,3
1177,1,1,2,1
1178,1,11,4,4
1179,1,4,4,4
1180,1,2,2,2
1181,3,4,4,4
1182,1,1,1,1
1183,1,1,1,1
1184,1,2,2,2
1185,1,4,4,4
1186,5,9,9,9
1187,1,5,5,5
1188,1,5,5,5
1189,1,5,5,5
1190,1,2,2,2
1191,3,4,4,4
1192,1,1,2,1
1193,3,5,5,5
1194,1,1,2,1
1195,6,8,8,8
1196,1,1,2,1
1197,1,1,2,1
1198,4,6,6,6
1199,4,6,6,6
1200,4,6,6,6
1201,4,6,6,6
1202,4,6,6,6
1203,4,6,6,6
1204,1,3,1,1
1205,10,11,10,10
1206,10,11,10,10
1207,10,11,10,10
1208,10,11,10,10
1209,10,11,10,10
1210,10,11,10,10
1211,10,11,10,10
1212,4,6,6,6
1213,7,10,10,10
1214,2,6,6,6
1215,1,3,3,3
1216,1,4,4,4
1217,1,2,1,1
1218,1,4,4,4
1219,1,3,2,2
1220,1,4,4,4
1221,3,6,6,6
1222,1,5,5,5
1223,1,6,6,6
1224,1,6,8,6
1225,1,6,4,4
1226,1,1,3,1
1227,2,6,6,6
1228,3,4,6,4
1229,2,10,11,10
1230,7,15,15,15
1231,9,8,7,7
1232,1,2,1,1
1233,1,2,1,1
1234,4,5,5,5
1235,4,6,7,6
1236,4,7,7,7
1237,4,4,5,4
1238,2,2,3,2
1239,2,2,3,2
1240,2,2,3,2
1241,2,2,3,2
1242,2,2,3,2
1243,2,2,3,2
1244,2,2,3,2
1245,2,2,3,2
1246,2,2,3,2
1247,2,3,1,1
1248,2,3,1,1
1249,2,3,1,1
1250,2,3,1,1
1251,2,3,1,1
1252,2,3,1,1
1253,2,3,1,1
1254,2,3,2,2
1255,2,4,2,2
1256,2,2,3,2
1257,2,4,2,2
1258,2,2,3,2
1259,2,4,2,2
1260,2,2,3,2
1261,2,2,4,2
1262,4,6,6,6
1263,1,2,2,2
1264,1,2,2,2
1265,1,2,2,2
1266,1,2,2,2
1267,1,2,2,2
1268,1,2,2,2
1269,1,2,2,2
1270,1,2,2,2
1271,1,3,3,3
1272,1,3,3,3
1273,1,1,1,1
1274,1,3,3,3
1275,1,4,4,4
1276,1,1,6,1
1277,1,2,1,1
1278,1,7,7,7
1279,3,5,5,5
1280,1,1,1,1
1281,1,5,5,5
1282,1,1,1,1
1283,5,6,6,6
1284,7,9,9,9
1285,7,9,9,9
1286,5,4,4,4
1287,5,0,3,0
1288,1,4,4,4
1289,1,2,2,2
1290,1,2,2,2
1291,1,0,5,0
1292,1,0,1,0
1293,1,0,3,0
1294,1,0,1,0
1295,1,1,5,1
1296,1,0,1,0
1297,1,0,1,0
1298,1,0,2,0
1299,1,5,4,4
1300,1,3,3,3
1301,1,4,4,4
1302,1,5,5,5
1303,6,7,7,7
1304,1,2,2,2
1305,1,2,2,2
1306,4,6,5,5
1307,5,5,6,5
1308,1,2,2,2
1309,1,3,3,3
1310,1,2,2,2
1311,5,7,7,7
1312,7,10,10,10
1313,1,1,2,1
1314,5,7,7,7
1315,1,2,2,2
1316,1,2,2,2
1317,6,10,10,10
1318,4,8,8,8
1319,4,8,8,8
1320,1,3,3,3
1321,1,3,3,3
1322,1,3,3,3
1323,2,3,3,3
1324,1,5,4,4
1325,1,3,7,3
1326,6,8,7,7
1327,2,3,4,3
1328,1,6,4,4
1329,1,5,4,4
1330,1,3,3,3
1331,1,3,3,3
1332,1,4,4,4
1333,1,3,3,3
1334,12,11,11,11
1335,6,8,9,8
1336,2,3,2,2
1337,6,9,9,9
1338,13,13,13,13
1339,1,5,4,4
1340,1,2,2,2
1341,1,6,6,6
1342,1,3,3,3
1343,1,2,1,1
1344,1,3,3,3
1345,1,3,3,3
1346,1,3,3,3
1347,2,8,8,8
1348,1,1,7,1
1349,1,1,7,1
1350,2,3,3,3
1351,1,1,1,1
1352,1,6,6,6
1353,1,1,1,1
1354,1,4,4,4
1355,1,5,2,2
1356,1,2,3,2
1357,1,2,3,2
1358,2,8,8,8
1359,2,9,12,9
1360,2,5,5,5
1361,2,4,3,3
1362,1,1,1,1
